"Username","Stimuli.Answer","Direction","Encoding","scored"
"20320535","Yellow","Unrelated","Read",0
"M20330179","Yellow","Unrelated","Read",1
"M20334868","Yellow","Unrelated","Read",0
"M20320375","Yellow","Unrelated","Read",1
"M20316492!","Yellow","Unrelated","Read",1
"M20331128","Yellow","Unrelated","Read",1
"M20319575","Yellow","Unrelated","Read",1
"M20320646","Yellow","Unrelated","Read",1
"M20317061","Yellow","Unrelated","Read",1
"M20329777","Yellow","Unrelated","Read",1
"M20321578","Yellow","Unrelated","Read",0
"M20312217","Yellow","Unrelated","Read",0
"M20316526","Yellow","Unrelated","Read",1
"M20316465","Yellow","Unrelated","Read",1
"m20322960","Yellow","Unrelated","Read",1
"M20316458","Yellow","Unrelated","Read",0
"M20331846","Yellow","Unrelated","Read",1
"20328171","Ballet","Unrelated","Item_JOL",1
"M20276452_TBT","Ballet","Unrelated","Item_JOL",1
"M20322694_ALB","Ballet","Unrelated","Item_JOL",1
"M20324618","Ballet","Unrelated","Item_JOL",1
"M40324880","Ballet","Unrelated","Item_JOL",1
"M20323332_DKV","Ballet","Unrelated","Item_JOL",1
"M20320387_egh","Ballet","Unrelated","Item_JOL",1
"M20276467","Ballet","Unrelated","Item_JOL",1
"M20331432_JB","Ballet","Unrelated","Item_JOL",1
"M20243667","Ballet","Unrelated","Item_JOL",1
"M20309742","Ballet","Unrelated","Item_JOL",1
"M20324775","Ballet","Unrelated","Item_JOL",1
"M20291305","Ballet","Unrelated","Item_JOL",1
"M20330003_MKG","Ballet","Unrelated","Item_JOL",1
"M20325842","Ballet","Unrelated","Item_JOL",1
"M20323585","Ballet","Unrelated","Item_JOL",1
"M20316577","Ballet","Unrelated","Item_JOL",1
"M40324880","Bear","Related","Item_JOL",1
"M20316577","Bear","Related","Item_JOL",1
"M20323332_DKV","Bear","Related","Item_JOL",1
"M20320387_egh","Bear","Related","Item_JOL",1
"M20325842","Bear","Related","Item_JOL",1
"M20309742","Bear","Related","Item_JOL",0
"M20243667","Bear","Related","Item_JOL",1
"20328171","Bear","Related","Item_JOL",0
"M20330003_MKG","Bear","Related","Item_JOL",0
"M20291305","Bear","Related","Item_JOL",0
"M20324618","Bear","Related","Item_JOL",1
"M20322694_ALB","Bear","Related","Item_JOL",1
"M20276452_TBT","Bear","Related","Item_JOL",1
"M20324775","Bear","Related","Item_JOL",1
"M20331432_JB","Bear","Related","Item_JOL",0
"M20276467","Bear","Related","Item_JOL",1
"M20323585","Bear","Related","Item_JOL",1
"M20291305","Blue","Unrelated","Item_JOL",1
"M20324775","Blue","Unrelated","Item_JOL",1
"M20331432_JB","Blue","Unrelated","Item_JOL",1
"M20320387_egh","Blue","Unrelated","Item_JOL",0
"M20324618","Blue","Unrelated","Item_JOL",1
"M20323332_DKV","Blue","Unrelated","Item_JOL",1
"20328171","Blue","Unrelated","Item_JOL",1
"M20276452_TBT","Blue","Unrelated","Item_JOL",1
"M20243667","Blue","Unrelated","Item_JOL",0
"M20325842","Blue","Unrelated","Item_JOL",1
"M20309742","Blue","Unrelated","Item_JOL",1
"M20316577","Blue","Unrelated","Item_JOL",1
"M20323585","Blue","Unrelated","Item_JOL",1
"M40324880","Blue","Unrelated","Item_JOL",1
"M20322694_ALB","Blue","Unrelated","Item_JOL",1
"M20276467","Blue","Unrelated","Item_JOL",1
"M20330003_MKG","Blue","Unrelated","Item_JOL",1
"M20243667","Canyon","Related","Item_JOL",1
"M20330003_MKG","Canyon","Related","Item_JOL",0
"M20325842","Canyon","Related","Item_JOL",1
"M20324775","Canyon","Related","Item_JOL",1
"M20316577","Canyon","Related","Item_JOL",1
"M20331432_JB","Canyon","Related","Item_JOL",1
"M20320387_egh","Canyon","Related","Item_JOL",1
"M20323332_DKV","Canyon","Related","Item_JOL",1
"M20291305","Canyon","Related","Item_JOL",1
"M20276452_TBT","Canyon","Related","Item_JOL",1
"M20322694_ALB","Canyon","Related","Item_JOL",1
"M20323585","Canyon","Related","Item_JOL",1
"M20276467","Canyon","Related","Item_JOL",1
"20328171","Canyon","Related","Item_JOL",1
"M20324618","Canyon","Related","Item_JOL",1
"M40324880","Canyon","Related","Item_JOL",1
"M20309742","Canyon","Related","Item_JOL",0
"M20320387_egh","Cat","Related","Item_JOL",1
"M20276452_TBT","Cat","Related","Item_JOL",1
"M20325842","Cat","Related","Item_JOL",0
"M20291305","Cat","Related","Item_JOL",1
"M20331432_JB","Cat","Related","Item_JOL",1
"M20330003_MKG","Cat","Related","Item_JOL",0
"20328171","Cat","Related","Item_JOL",1
"M20323332_DKV","Cat","Related","Item_JOL",1
"M20324775","Cat","Related","Item_JOL",1
"M20324618","Cat","Related","Item_JOL",1
"M20243667","Cat","Related","Item_JOL",1
"M20323585","Cat","Related","Item_JOL",1
"M20276467","Cat","Related","Item_JOL",1
"M20322694_ALB","Cat","Related","Item_JOL",1
"M40324880","Cat","Related","Item_JOL",0
"M20309742","Cat","Related","Item_JOL",1
"M20316577","Cat","Related","Item_JOL",1
"M20323332_DKV","Cave","Related","Item_JOL",1
"M20322694_ALB","Cave","Related","Item_JOL",1
"M20325842","Cave","Related","Item_JOL",0
"M40324880","Cave","Related","Item_JOL",1
"M20320387_egh","Cave","Related","Item_JOL",1
"20328171","Cave","Related","Item_JOL",1
"M20316577","Cave","Related","Item_JOL",1
"M20276467","Cave","Related","Item_JOL",1
"M20243667","Cave","Related","Item_JOL",1
"M20324618","Cave","Related","Item_JOL",1
"M20324775","Cave","Related","Item_JOL",1
"M20309742","Cave","Related","Item_JOL",1
"M20276452_TBT","Cave","Related","Item_JOL",1
"M20331432_JB","Cave","Related","Item_JOL",1
"M20330003_MKG","Cave","Related","Item_JOL",1
"M20291305","Cave","Related","Item_JOL",1
"M20323585","Cave","Related","Item_JOL",1
"M20276467","Cheetah","Related","Item_JOL",1
"M20331432_JB","Cheetah","Related","Item_JOL",1
"M40324880","Cheetah","Related","Item_JOL",1
"M20323332_DKV","Cheetah","Related","Item_JOL",1
"M20276452_TBT","Cheetah","Related","Item_JOL",1
"M20330003_MKG","Cheetah","Related","Item_JOL",1
"M20324775","Cheetah","Related","Item_JOL",1
"M20243667","Cheetah","Related","Item_JOL",1
"M20323585","Cheetah","Related","Item_JOL",1
"M20320387_egh","Cheetah","Related","Item_JOL",1
"M20291305","Cheetah","Related","Item_JOL",1
"M20325842","Cheetah","Related","Item_JOL",1
"M20322694_ALB","Cheetah","Related","Item_JOL",1
"20328171","Cheetah","Related","Item_JOL",1
"M20324618","Cheetah","Related","Item_JOL",1
"M20309742","Cheetah","Related","Item_JOL",1
"M20316577","Cheetah","Related","Item_JOL",1
"M20316577","Cold","Unrelated","Item_JOL",1
"M20276452_TBT","Cold","Unrelated","Item_JOL",1
"M20291305","Cold","Unrelated","Item_JOL",1
"M20276467","Cold","Unrelated","Item_JOL",1
"M20324618","Cold","Unrelated","Item_JOL",1
"M20322694_ALB","Cold","Unrelated","Item_JOL",1
"M20323332_DKV","Cold","Unrelated","Item_JOL",1
"M20324775","Cold","Unrelated","Item_JOL",1
"M20330003_MKG","Cold","Unrelated","Item_JOL",0
"20328171","Cold","Unrelated","Item_JOL",1
"M20323585","Cold","Unrelated","Item_JOL",1
"M20320387_egh","Cold","Unrelated","Item_JOL",1
"M20331432_JB","Cold","Unrelated","Item_JOL",1
"M20309742","Cold","Unrelated","Item_JOL",1
"M20243667","Cold","Unrelated","Item_JOL",1
"M20325842","Cold","Unrelated","Item_JOL",0
"M40324880","Cold","Unrelated","Item_JOL",0
"M20291305","Computer","Unrelated","Item_JOL",1
"M20323332_DKV","Computer","Unrelated","Item_JOL",1
"M20320387_egh","Computer","Unrelated","Item_JOL",1
"20328171","Computer","Unrelated","Item_JOL",1
"M20324618","Computer","Unrelated","Item_JOL",1
"M20316577","Computer","Unrelated","Item_JOL",1
"M20323585","Computer","Unrelated","Item_JOL",1
"M20325842","Computer","Unrelated","Item_JOL",0
"M20322694_ALB","Computer","Unrelated","Item_JOL",1
"M20330003_MKG","Computer","Unrelated","Item_JOL",1
"M20331432_JB","Computer","Unrelated","Item_JOL",1
"M20309742","Computer","Unrelated","Item_JOL",1
"M20276452_TBT","Computer","Unrelated","Item_JOL",1
"M20324775","Computer","Unrelated","Item_JOL",1
"M20276467","Computer","Unrelated","Item_JOL",1
"M40324880","Computer","Unrelated","Item_JOL",1
"M20243667","Computer","Unrelated","Item_JOL",0
"M20330003_MKG","Cow","Related","Item_JOL",1
"M20291305","Cow","Related","Item_JOL",1
"M20324775","Cow","Related","Item_JOL",1
"M20322694_ALB","Cow","Related","Item_JOL",1
"M20324618","Cow","Related","Item_JOL",1
"M20323332_DKV","Cow","Related","Item_JOL",1
"M20320387_egh","Cow","Related","Item_JOL",1
"M20309742","Cow","Related","Item_JOL",1
"M20276452_TBT","Cow","Related","Item_JOL",1
"M20325842","Cow","Related","Item_JOL",1
"20328171","Cow","Related","Item_JOL",1
"M20323585","Cow","Related","Item_JOL",1
"M20316577","Cow","Related","Item_JOL",1
"M20331432_JB","Cow","Related","Item_JOL",1
"M20276467","Cow","Related","Item_JOL",1
"M40324880","Cow","Related","Item_JOL",1
"M20243667","Cow","Related","Item_JOL",1
"M20243667","Cruise","Unrelated","Item_JOL",0
"M20330003_MKG","Cruise","Unrelated","Item_JOL",1
"M20323585","Cruise","Unrelated","Item_JOL",1
"M20276467","Cruise","Unrelated","Item_JOL",1
"M20322694_ALB","Cruise","Unrelated","Item_JOL",1
"M20309742","Cruise","Unrelated","Item_JOL",1
"M20331432_JB","Cruise","Unrelated","Item_JOL",1
"M20316577","Cruise","Unrelated","Item_JOL",1
"20328171","Cruise","Unrelated","Item_JOL",1
"M20324775","Cruise","Unrelated","Item_JOL",1
"M20324618","Cruise","Unrelated","Item_JOL",1
"M20323332_DKV","Cruise","Unrelated","Item_JOL",1
"M20291305","Cruise","Unrelated","Item_JOL",1
"M20276452_TBT","Cruise","Unrelated","Item_JOL",1
"M20320387_egh","Cruise","Unrelated","Item_JOL",1
"M40324880","Cruise","Unrelated","Item_JOL",1
"M20325842","Cruise","Unrelated","Item_JOL",0
"M20325842","Dollar","Unrelated","Item_JOL",1
"M20330003_MKG","Dollar","Unrelated","Item_JOL",0
"M20324618","Dollar","Unrelated","Item_JOL",1
"M20309742","Dollar","Unrelated","Item_JOL",1
"M20323585","Dollar","Unrelated","Item_JOL",1
"M20324775","Dollar","Unrelated","Item_JOL",0
"M20322694_ALB","Dollar","Unrelated","Item_JOL",1
"M40324880","Dollar","Unrelated","Item_JOL",1
"M20243667","Dollar","Unrelated","Item_JOL",0
"M20276467","Dollar","Unrelated","Item_JOL",1
"M20316577","Dollar","Unrelated","Item_JOL",1
"20328171","Dollar","Unrelated","Item_JOL",1
"M20331432_JB","Dollar","Unrelated","Item_JOL",1
"M20323332_DKV","Dollar","Unrelated","Item_JOL",1
"M20291305","Dollar","Unrelated","Item_JOL",1
"M20320387_egh","Dollar","Unrelated","Item_JOL",1
"M20276452_TBT","Dollar","Unrelated","Item_JOL",1
"M20243667","Donkey","Related","Item_JOL",1
"M20316577","Donkey","Related","Item_JOL",1
"M20330003_MKG","Donkey","Related","Item_JOL",1
"M20325842","Donkey","Related","Item_JOL",0
"M20324775","Donkey","Related","Item_JOL",1
"M40324880","Donkey","Related","Item_JOL",0
"M20323585","Donkey","Related","Item_JOL",1
"M20323332_DKV","Donkey","Related","Item_JOL",1
"M20276452_TBT","Donkey","Related","Item_JOL",1
"M20276467","Donkey","Related","Item_JOL",1
"M20324618","Donkey","Related","Item_JOL",1
"M20320387_egh","Donkey","Related","Item_JOL",1
"20328171","Donkey","Related","Item_JOL",1
"M20322694_ALB","Donkey","Related","Item_JOL",1
"M20331432_JB","Donkey","Related","Item_JOL",1
"M20309742","Donkey","Related","Item_JOL",1
"M20291305","Donkey","Related","Item_JOL",1
"M20276467","Elephant","Related","Item_JOL",1
"M20324775","Elephant","Related","Item_JOL",1
"M20320387_egh","Elephant","Related","Item_JOL",1
"M20330003_MKG","Elephant","Related","Item_JOL",1
"M20291305","Elephant","Related","Item_JOL",1
"M20323585","Elephant","Related","Item_JOL",1
"M20331432_JB","Elephant","Related","Item_JOL",1
"20328171","Elephant","Related","Item_JOL",1
"M20325842","Elephant","Related","Item_JOL",1
"M20323332_DKV","Elephant","Related","Item_JOL",1
"M20243667","Elephant","Related","Item_JOL",1
"M20276452_TBT","Elephant","Related","Item_JOL",1
"M40324880","Elephant","Related","Item_JOL",1
"M20324618","Elephant","Related","Item_JOL",1
"M20316577","Elephant","Related","Item_JOL",1
"M20322694_ALB","Elephant","Related","Item_JOL",1
"M20309742","Elephant","Related","Item_JOL",1
"M20325842","Eye","Unrelated","Item_JOL",1
"M20276452_TBT","Eye","Unrelated","Item_JOL",1
"M20291305","Eye","Unrelated","Item_JOL",0
"M20320387_egh","Eye","Unrelated","Item_JOL",1
"M20276467","Eye","Unrelated","Item_JOL",1
"M20330003_MKG","Eye","Unrelated","Item_JOL",1
"M20324618","Eye","Unrelated","Item_JOL",1
"M20309742","Eye","Unrelated","Item_JOL",1
"20328171","Eye","Unrelated","Item_JOL",1
"M20324775","Eye","Unrelated","Item_JOL",1
"M40324880","Eye","Unrelated","Item_JOL",1
"M20243667","Eye","Unrelated","Item_JOL",0
"M20316577","Eye","Unrelated","Item_JOL",1
"M20323332_DKV","Eye","Unrelated","Item_JOL",1
"M20323585","Eye","Unrelated","Item_JOL",1
"M20322694_ALB","Eye","Unrelated","Item_JOL",1
"M20331432_JB","Eye","Unrelated","Item_JOL",1
"M20276467","Fly","Unrelated","Item_JOL",1
"M20322694_ALB","Fly","Unrelated","Item_JOL",1
"M20320387_egh","Fly","Unrelated","Item_JOL",0
"M20323585","Fly","Unrelated","Item_JOL",1
"M20323332_DKV","Fly","Unrelated","Item_JOL",1
"M20324618","Fly","Unrelated","Item_JOL",1
"M20291305","Fly","Unrelated","Item_JOL",1
"M20316577","Fly","Unrelated","Item_JOL",1
"M20309742","Fly","Unrelated","Item_JOL",1
"M20324775","Fly","Unrelated","Item_JOL",1
"M20276452_TBT","Fly","Unrelated","Item_JOL",1
"M20243667","Fly","Unrelated","Item_JOL",0
"M40324880","Fly","Unrelated","Item_JOL",0
"M20330003_MKG","Fly","Unrelated","Item_JOL",1
"M20331432_JB","Fly","Unrelated","Item_JOL",1
"20328171","Fly","Unrelated","Item_JOL",0
"M20325842","Fly","Unrelated","Item_JOL",0
"M20324618","Girraffe","Related","Item_JOL",1
"M20276467","Girraffe","Related","Item_JOL",0
"M40324880","Girraffe","Related","Item_JOL",1
"M20325842","Girraffe","Related","Item_JOL",1
"M20291305","Girraffe","Related","Item_JOL",1
"M20243667","Girraffe","Related","Item_JOL",0
"20328171","Girraffe","Related","Item_JOL",1
"M20331432_JB","Girraffe","Related","Item_JOL",1
"M20330003_MKG","Girraffe","Related","Item_JOL",1
"M20320387_egh","Girraffe","Related","Item_JOL",1
"M20322694_ALB","Girraffe","Related","Item_JOL",1
"M20309742","Girraffe","Related","Item_JOL",1
"M20316577","Girraffe","Related","Item_JOL",1
"M20323332_DKV","Girraffe","Related","Item_JOL",1
"M20324775","Girraffe","Related","Item_JOL",1
"M20323585","Girraffe","Related","Item_JOL",1
"M20276452_TBT","Girraffe","Related","Item_JOL",1
"M20324618","Glacier","Related","Item_JOL",1
"M20243667","Glacier","Related","Item_JOL",1
"M20325842","Glacier","Related","Item_JOL",0
"M20276467","Glacier","Related","Item_JOL",1
"M20331432_JB","Glacier","Related","Item_JOL",1
"M20324775","Glacier","Related","Item_JOL",1
"M20309742","Glacier","Related","Item_JOL",1
"M40324880","Glacier","Related","Item_JOL",1
"M20323585","Glacier","Related","Item_JOL",1
"M20323332_DKV","Glacier","Related","Item_JOL",1
"M20276452_TBT","Glacier","Related","Item_JOL",1
"M20291305","Glacier","Related","Item_JOL",1
"M20330003_MKG","Glacier","Related","Item_JOL",1
"M20316577","Glacier","Related","Item_JOL",1
"M20320387_egh","Glacier","Related","Item_JOL",1
"M20322694_ALB","Glacier","Related","Item_JOL",1
"20328171","Glacier","Related","Item_JOL",1
"M20316577","Goat","Related","Item_JOL",1
"20328171","Goat","Related","Item_JOL",1
"M20331432_JB","Goat","Related","Item_JOL",1
"M20309742","Goat","Related","Item_JOL",1
"M20323332_DKV","Goat","Related","Item_JOL",1
"M20320387_egh","Goat","Related","Item_JOL",1
"M20330003_MKG","Goat","Related","Item_JOL",0
"M20322694_ALB","Goat","Related","Item_JOL",1
"M20324618","Goat","Related","Item_JOL",1
"M20291305","Goat","Related","Item_JOL",1
"M20325842","Goat","Related","Item_JOL",1
"M40324880","Goat","Related","Item_JOL",1
"M20243667","Goat","Related","Item_JOL",1
"M20276467","Goat","Related","Item_JOL",1
"M20324775","Goat","Related","Item_JOL",1
"M20276452_TBT","Goat","Related","Item_JOL",1
"M20323585","Goat","Related","Item_JOL",1
"M20322694_ALB","Guitar","Unrelated","Item_JOL",1
"M20316577","Guitar","Unrelated","Item_JOL",1
"M20323585","Guitar","Unrelated","Item_JOL",1
"20328171","Guitar","Unrelated","Item_JOL",1
"M20324775","Guitar","Unrelated","Item_JOL",1
"M20309742","Guitar","Unrelated","Item_JOL",0
"M20276452_TBT","Guitar","Unrelated","Item_JOL",1
"M20331432_JB","Guitar","Unrelated","Item_JOL",1
"M20276467","Guitar","Unrelated","Item_JOL",1
"M20323332_DKV","Guitar","Unrelated","Item_JOL",1
"M20325842","Guitar","Unrelated","Item_JOL",0
"M20330003_MKG","Guitar","Unrelated","Item_JOL",1
"M20291305","Guitar","Unrelated","Item_JOL",1
"M20324618","Guitar","Unrelated","Item_JOL",0
"M20320387_egh","Guitar","Unrelated","Item_JOL",1
"M20243667","Guitar","Unrelated","Item_JOL",1
"M40324880","Guitar","Unrelated","Item_JOL",1
"M20324775","Hill","Related","Item_JOL",1
"M40324880","Hill","Related","Item_JOL",1
"M20330003_MKG","Hill","Related","Item_JOL",1
"M20243667","Hill","Related","Item_JOL",1
"M20320387_egh","Hill","Related","Item_JOL",1
"M20276452_TBT","Hill","Related","Item_JOL",1
"M20309742","Hill","Related","Item_JOL",0
"20328171","Hill","Related","Item_JOL",1
"M20325842","Hill","Related","Item_JOL",1
"M20276467","Hill","Related","Item_JOL",1
"M20322694_ALB","Hill","Related","Item_JOL",1
"M20331432_JB","Hill","Related","Item_JOL",0
"M20324618","Hill","Related","Item_JOL",1
"M20323332_DKV","Hill","Related","Item_JOL",0
"M20316577","Hill","Related","Item_JOL",1
"M20323585","Hill","Related","Item_JOL",1
"M20291305","Hill","Related","Item_JOL",1
"M20316577","Hockey","Unrelated","Item_JOL",1
"M40324880","Hockey","Unrelated","Item_JOL",1
"M20320387_egh","Hockey","Unrelated","Item_JOL",1
"M20331432_JB","Hockey","Unrelated","Item_JOL",1
"M20324618","Hockey","Unrelated","Item_JOL",1
"M20309742","Hockey","Unrelated","Item_JOL",1
"M20325842","Hockey","Unrelated","Item_JOL",0
"M20322694_ALB","Hockey","Unrelated","Item_JOL",1
"M20276467","Hockey","Unrelated","Item_JOL",1
"M20276452_TBT","Hockey","Unrelated","Item_JOL",1
"M20330003_MKG","Hockey","Unrelated","Item_JOL",1
"M20324775","Hockey","Unrelated","Item_JOL",0
"20328171","Hockey","Unrelated","Item_JOL",0
"M20323332_DKV","Hockey","Unrelated","Item_JOL",1
"M20243667","Hockey","Unrelated","Item_JOL",0
"M20291305","Hockey","Unrelated","Item_JOL",1
"M20323585","Hockey","Unrelated","Item_JOL",1
"M20243667","Island","Related","Item_JOL",1
"20328171","Island","Related","Item_JOL",1
"M20322694_ALB","Island","Related","Item_JOL",1
"M20276452_TBT","Island","Related","Item_JOL",1
"M20323332_DKV","Island","Related","Item_JOL",1
"M20316577","Island","Related","Item_JOL",1
"M20324775","Island","Related","Item_JOL",1
"M20325842","Island","Related","Item_JOL",0
"M20324618","Island","Related","Item_JOL",1
"M20320387_egh","Island","Related","Item_JOL",1
"M40324880","Island","Related","Item_JOL",1
"M20323585","Island","Related","Item_JOL",1
"M20309742","Island","Related","Item_JOL",1
"M20330003_MKG","Island","Related","Item_JOL",1
"M20331432_JB","Island","Related","Item_JOL",1
"M20276467","Island","Related","Item_JOL",1
"M20291305","Island","Related","Item_JOL",1
"M20309742","Jeep","Unrelated","Item_JOL",0
"M20325842","Jeep","Unrelated","Item_JOL",0
"M20320387_egh","Jeep","Unrelated","Item_JOL",1
"M20323585","Jeep","Unrelated","Item_JOL",1
"M20243667","Jeep","Unrelated","Item_JOL",1
"M20324775","Jeep","Unrelated","Item_JOL",1
"20328171","Jeep","Unrelated","Item_JOL",1
"M20322694_ALB","Jeep","Unrelated","Item_JOL",1
"M20316577","Jeep","Unrelated","Item_JOL",1
"M40324880","Jeep","Unrelated","Item_JOL",1
"M20330003_MKG","Jeep","Unrelated","Item_JOL",1
"M20331432_JB","Jeep","Unrelated","Item_JOL",0
"M20276452_TBT","Jeep","Unrelated","Item_JOL",1
"M20323332_DKV","Jeep","Unrelated","Item_JOL",1
"M20276467","Jeep","Unrelated","Item_JOL",1
"M20291305","Jeep","Unrelated","Item_JOL",1
"M20324618","Jeep","Unrelated","Item_JOL",1
"M20323585","Lake","Related","Item_JOL",1
"M20276452_TBT","Lake","Related","Item_JOL",1
"M20331432_JB","Lake","Related","Item_JOL",1
"M20323332_DKV","Lake","Related","Item_JOL",1
"M20316577","Lake","Related","Item_JOL",1
"M20276467","Lake","Related","Item_JOL",1
"M20243667","Lake","Related","Item_JOL",1
"M40324880","Lake","Related","Item_JOL",1
"M20291305","Lake","Related","Item_JOL",1
"M20324618","Lake","Related","Item_JOL",1
"M20325842","Lake","Related","Item_JOL",1
"M20320387_egh","Lake","Related","Item_JOL",1
"M20309742","Lake","Related","Item_JOL",0
"M20330003_MKG","Lake","Related","Item_JOL",1
"M20324775","Lake","Related","Item_JOL",1
"20328171","Lake","Related","Item_JOL",1
"M20322694_ALB","Lake","Related","Item_JOL",1
"M20325842","Lion","Related","Item_JOL",1
"M20291305","Lion","Related","Item_JOL",1
"M20276452_TBT","Lion","Related","Item_JOL",1
"M20316577","Lion","Related","Item_JOL",1
"M20243667","Lion","Related","Item_JOL",1
"M20331432_JB","Lion","Related","Item_JOL",1
"M20324618","Lion","Related","Item_JOL",1
"M20276467","Lion","Related","Item_JOL",1
"M20324775","Lion","Related","Item_JOL",1
"M20323332_DKV","Lion","Related","Item_JOL",1
"M20330003_MKG","Lion","Related","Item_JOL",1
"M20322694_ALB","Lion","Related","Item_JOL",1
"M20320387_egh","Lion","Related","Item_JOL",1
"M40324880","Lion","Related","Item_JOL",1
"M20323585","Lion","Related","Item_JOL",1
"20328171","Lion","Related","Item_JOL",1
"M20309742","Lion","Related","Item_JOL",1
"M20309742","Lipstick","Unrelated","Item_JOL",1
"M20276467","Lipstick","Unrelated","Item_JOL",1
"M20324618","Lipstick","Unrelated","Item_JOL",1
"M20323585","Lipstick","Unrelated","Item_JOL",1
"M40324880","Lipstick","Unrelated","Item_JOL",1
"M20324775","Lipstick","Unrelated","Item_JOL",1
"M20322694_ALB","Lipstick","Unrelated","Item_JOL",1
"M20331432_JB","Lipstick","Unrelated","Item_JOL",1
"M20320387_egh","Lipstick","Unrelated","Item_JOL",1
"M20330003_MKG","Lipstick","Unrelated","Item_JOL",0
"M20323332_DKV","Lipstick","Unrelated","Item_JOL",1
"M20325842","Lipstick","Unrelated","Item_JOL",1
"M20291305","Lipstick","Unrelated","Item_JOL",1
"20328171","Lipstick","Unrelated","Item_JOL",1
"M20243667","Lipstick","Unrelated","Item_JOL",1
"M20276452_TBT","Lipstick","Unrelated","Item_JOL",1
"M20316577","Lipstick","Unrelated","Item_JOL",1
"M20320387_egh","Mayor","Unrelated","Item_JOL",1
"M20276467","Mayor","Unrelated","Item_JOL",1
"M20291305","Mayor","Unrelated","Item_JOL",1
"M20324775","Mayor","Unrelated","Item_JOL",1
"M20309742","Mayor","Unrelated","Item_JOL",1
"M20323332_DKV","Mayor","Unrelated","Item_JOL",1
"M20243667","Mayor","Unrelated","Item_JOL",1
"M20325842","Mayor","Unrelated","Item_JOL",0
"M20322694_ALB","Mayor","Unrelated","Item_JOL",1
"20328171","Mayor","Unrelated","Item_JOL",1
"M20331432_JB","Mayor","Unrelated","Item_JOL",1
"M40324880","Mayor","Unrelated","Item_JOL",1
"M20323585","Mayor","Unrelated","Item_JOL",1
"M20324618","Mayor","Unrelated","Item_JOL",1
"M20276452_TBT","Mayor","Unrelated","Item_JOL",1
"M20316577","Mayor","Unrelated","Item_JOL",1
"M20330003_MKG","Mayor","Unrelated","Item_JOL",1
"M20323332_DKV","Milk","Unrelated","Item_JOL",1
"20328171","Milk","Unrelated","Item_JOL",1
"M20243667","Milk","Unrelated","Item_JOL",1
"M20331432_JB","Milk","Unrelated","Item_JOL",1
"M20322694_ALB","Milk","Unrelated","Item_JOL",1
"M20324775","Milk","Unrelated","Item_JOL",1
"M20291305","Milk","Unrelated","Item_JOL",0
"M20330003_MKG","Milk","Unrelated","Item_JOL",1
"M40324880","Milk","Unrelated","Item_JOL",1
"M20324618","Milk","Unrelated","Item_JOL",1
"M20276452_TBT","Milk","Unrelated","Item_JOL",1
"M20325842","Milk","Unrelated","Item_JOL",1
"M20309742","Milk","Unrelated","Item_JOL",1
"M20323585","Milk","Unrelated","Item_JOL",1
"M20276467","Milk","Unrelated","Item_JOL",0
"M20316577","Milk","Unrelated","Item_JOL",1
"M20320387_egh","Milk","Unrelated","Item_JOL",1
"M20323332_DKV","Mountain","Related","Item_JOL",1
"M20316577","Mountain","Related","Item_JOL",1
"M20330003_MKG","Mountain","Related","Item_JOL",1
"20328171","Mountain","Related","Item_JOL",1
"M20243667","Mountain","Related","Item_JOL",1
"M20323585","Mountain","Related","Item_JOL",1
"M20309742","Mountain","Related","Item_JOL",1
"M20276452_TBT","Mountain","Related","Item_JOL",1
"M20276467","Mountain","Related","Item_JOL",1
"M20331432_JB","Mountain","Related","Item_JOL",1
"M20324618","Mountain","Related","Item_JOL",1
"M40324880","Mountain","Related","Item_JOL",1
"M20325842","Mountain","Related","Item_JOL",0
"M20322694_ALB","Mountain","Related","Item_JOL",1
"M20291305","Mountain","Related","Item_JOL",1
"M20320387_egh","Mountain","Related","Item_JOL",1
"M20324775","Mountain","Related","Item_JOL",1
"20328171","Ocean","Related","Item_JOL",1
"M20330003_MKG","Ocean","Related","Item_JOL",1
"M20325842","Ocean","Related","Item_JOL",1
"M20323585","Ocean","Related","Item_JOL",1
"M20324775","Ocean","Related","Item_JOL",1
"M20316577","Ocean","Related","Item_JOL",1
"M20309742","Ocean","Related","Item_JOL",1
"M20322694_ALB","Ocean","Related","Item_JOL",1
"M20320387_egh","Ocean","Related","Item_JOL",1
"M20324618","Ocean","Related","Item_JOL",1
"M20276452_TBT","Ocean","Related","Item_JOL",1
"M20243667","Ocean","Related","Item_JOL",1
"M20323332_DKV","Ocean","Related","Item_JOL",1
"M20276467","Ocean","Related","Item_JOL",1
"M40324880","Ocean","Related","Item_JOL",1
"M20291305","Ocean","Related","Item_JOL",1
"M20331432_JB","Ocean","Related","Item_JOL",1
"M20320387_egh","Oxygen","Unrelated","Item_JOL",1
"M20291305","Oxygen","Unrelated","Item_JOL",1
"M20243667","Oxygen","Unrelated","Item_JOL",1
"M20323585","Oxygen","Unrelated","Item_JOL",1
"M20324618","Oxygen","Unrelated","Item_JOL",1
"M20276452_TBT","Oxygen","Unrelated","Item_JOL",1
"20328171","Oxygen","Unrelated","Item_JOL",1
"M20309742","Oxygen","Unrelated","Item_JOL",1
"M20331432_JB","Oxygen","Unrelated","Item_JOL",1
"M20323332_DKV","Oxygen","Unrelated","Item_JOL",0
"M40324880","Oxygen","Unrelated","Item_JOL",1
