"Username","Stimuli.Answer","Direction","Encoding","scored"
"M2033128","Rock","Related","Read",1
"M20316111_ARD","Rock","Related","Read",1
"20322440","Rock","Related","Read",0
"M20335574","Rock","Related","Read",1
"M20311413","Rock","Related","Read",1
"M20317208","Rock","Related","Read",1
"M20327473","Rock","Related","Read",0
"M20324255","Rock","Related","Read",0
"M20301992","Rock","Related","Read",1
"M20321393","Rock","Related","Read",1
"20327605","Rock","Related","Read",1
"M20322809","Rock","Related","Read",0
"m20319677","Rock","Related","Read",1
"M20304792_AEM","Rock","Related","Read",0
"M20320940","Rock","Related","Read",1
"M20317208","Sandal","Unrelated","Read",0
"20322440","Sandal","Unrelated","Read",1
"M20322809","Sandal","Unrelated","Read",0
"M20301992","Sandal","Unrelated","Read",1
"20321578","Sandal","Unrelated","Read",1
"m20335829","Sandal","Unrelated","Read",1
"M20320940","Sandal","Unrelated","Read",0
"M20321393","Sandal","Unrelated","Read",1
"20302746","Sandal","Unrelated","Read",0
"M20316111_ARD","Sandal","Unrelated","Read",1
"M20304792_AEM","Sandal","Unrelated","Read",1
"M2033128","Sandal","Unrelated","Read",0
"M20327473","Sandal","Unrelated","Read",1
"M20311413","Sandal","Unrelated","Read",0
"M20335574","Sandal","Unrelated","Read",1
"20327605","Sandal","Unrelated","Read",0
"m20319677","Sandal","Unrelated","Read",0
"M20324255","Sandal","Unrelated","Read",1
"M20323930","Sandal","Unrelated","Read",1
"M20323930","Shark","Unrelated","Read",1
"M20317208","Shark","Unrelated","Read",1
"M20316111_ARD","Shark","Unrelated","Read",1
"20321578","Shark","Unrelated","Read",0
"M20335574","Shark","Unrelated","Read",1
"M2033128","Shark","Unrelated","Read",0
"M20301992","Shark","Unrelated","Read",1
"M20321393","Shark","Unrelated","Read",0
"M20320940","Shark","Unrelated","Read",0
"20327605","Shark","Unrelated","Read",0
"20302746","Shark","Unrelated","Read",1
"M20304792_AEM","Shark","Unrelated","Read",0
"M20327473","Shark","Unrelated","Read",1
"M20322809","Shark","Unrelated","Read",1
"m20335829","Shark","Unrelated","Read",1
"M20324255","Shark","Unrelated","Read",1
"m20319677","Shark","Unrelated","Read",1
"20322440","Shark","Unrelated","Read",0
"M20311413","Shark","Unrelated","Read",1
"M20322809","Student","Unrelated","Read",0
"M20335574","Student","Unrelated","Read",0
"20302746","Student","Unrelated","Read",0
"m20319677","Student","Unrelated","Read",1
"M20316111_ARD","Student","Unrelated","Read",0
"20327605","Student","Unrelated","Read",1
"M20320940","Student","Unrelated","Read",1
"M20323930","Student","Unrelated","Read",0
"M20304792_AEM","Student","Unrelated","Read",0
"M20301992","Student","Unrelated","Read",0
"20321578","Student","Unrelated","Read",1
"M2033128","Student","Unrelated","Read",1
"M20321393","Student","Unrelated","Read",0
"m20335829","Student","Unrelated","Read",1
"M20327473","Student","Unrelated","Read",0
"M20311413","Student","Unrelated","Read",0
"M20317208","Student","Unrelated","Read",1
"20322440","Student","Unrelated","Read",0
"M20324255","Student","Unrelated","Read",1
"M20327473","Tea","Unrelated","Read",0
"M20316111_ARD","Tea","Unrelated","Read",1
"M20323930","Tea","Unrelated","Read",1
"M20304792_AEM","Tea","Unrelated","Read",0
"M20301992","Tea","Unrelated","Read",1
"m20335829","Tea","Unrelated","Read",1
"M20322809","Tea","Unrelated","Read",0
"20321578","Tea","Unrelated","Read",1
"M20317208","Tea","Unrelated","Read",1
"M20335574","Tea","Unrelated","Read",1
"M20324255","Tea","Unrelated","Read",1
"M20321393","Tea","Unrelated","Read",0
"m20319677","Tea","Unrelated","Read",0
"M20320940","Tea","Unrelated","Read",0
"M20311413","Tea","Unrelated","Read",0
"20302746","Tea","Unrelated","Read",0
"20327605","Tea","Unrelated","Read",1
"20322440","Tea","Unrelated","Read",1
"M2033128","Tea","Unrelated","Read",1
"M20317208","Tiger","Related","Read",1
"M2033128","Tiger","Related","Read",0
"20322440","Tiger","Related","Read",1
"20327605","Tiger","Related","Read",1
"M20322809","Tiger","Related","Read",1
"M20335574","Tiger","Related","Read",1
"m20319677","Tiger","Related","Read",1
"M20327473","Tiger","Related","Read",1
"m20335829","Tiger","Related","Read",1
"M20323930","Tiger","Related","Read",1
"M20320940","Tiger","Related","Read",0
"20321578","Tiger","Related","Read",1
"M20321393","Tiger","Related","Read",1
"M20304792_AEM","Tiger","Related","Read",1
"20302746","Tiger","Related","Read",1
"M20301992","Tiger","Related","Read",1
"M20324255","Tiger","Related","Read",1
"M20311413","Tiger","Related","Read",1
"M20316111_ARD","Tiger","Related","Read",1
"m20335829","Tulip","Unrelated","Read",1
"M20317208","Tulip","Unrelated","Read",0
"20322440","Tulip","Unrelated","Read",0
"20327605","Tulip","Unrelated","Read",0
"m20319677","Tulip","Unrelated","Read",1
"M20327473","Tulip","Unrelated","Read",1
"M20304792_AEM","Tulip","Unrelated","Read",0
"M20321393","Tulip","Unrelated","Read",1
"M20316111_ARD","Tulip","Unrelated","Read",1
"M20335574","Tulip","Unrelated","Read",1
"M20324255","Tulip","Unrelated","Read",1
"M2033128","Tulip","Unrelated","Read",0
"M20322809","Tulip","Unrelated","Read",1
"M20320940","Tulip","Unrelated","Read",1
"20321578","Tulip","Unrelated","Read",0
"M20311413","Tulip","Unrelated","Read",1
"M20323930","Tulip","Unrelated","Read",1
"M20301992","Tulip","Unrelated","Read",1
"20302746","Tulip","Unrelated","Read",1
"20322440","Valley","Related","Read",1
"M20323930","Valley","Related","Read",1
"M20304792_AEM","Valley","Related","Read",1
"M20327473","Valley","Related","Read",1
"M2033128","Valley","Related","Read",1
"M20311413","Valley","Related","Read",0
"M20324255","Valley","Related","Read",1
"20302746","Valley","Related","Read",1
"m20335829","Valley","Related","Read",1
"M20317208","Valley","Related","Read",1
"M20301992","Valley","Related","Read",1
"m20319677","Valley","Related","Read",1
"M20321393","Valley","Related","Read",1
"20321578","Valley","Related","Read",1
"M20320940","Valley","Related","Read",0
"M20316111_ARD","Valley","Related","Read",1
"M20322809","Valley","Related","Read",1
"M20335574","Valley","Related","Read",1
"20327605","Valley","Related","Read",1
"20321578","Viper","Unrelated","Read",0
"M20322809","Viper","Unrelated","Read",1
"20322440","Viper","Unrelated","Read",1
"M2033128","Viper","Unrelated","Read",0
"M20311413","Viper","Unrelated","Read",1
"M20304792_AEM","Viper","Unrelated","Read",1
"m20335829","Viper","Unrelated","Read",1
"20302746","Viper","Unrelated","Read",1
"M20316111_ARD","Viper","Unrelated","Read",0
"M20324255","Viper","Unrelated","Read",1
"M20320940","Viper","Unrelated","Read",1
"M20301992","Viper","Unrelated","Read",1
"M20321393","Viper","Unrelated","Read",0
"20327605","Viper","Unrelated","Read",1
"m20319677","Viper","Unrelated","Read",1
"M20335574","Viper","Unrelated","Read",1
"M20327473","Viper","Unrelated","Read",1
"M20317208","Viper","Unrelated","Read",0
"M20323930","Viper","Unrelated","Read",1
"M20335574","Volcano","Related","Read",1
"M20322809","Volcano","Related","Read",1
"M20320940","Volcano","Related","Read",0
"m20319677","Volcano","Related","Read",1
"M20323930","Volcano","Related","Read",1
"M20316111_ARD","Volcano","Related","Read",1
"M2033128","Volcano","Related","Read",1
"M20324255","Volcano","Related","Read",1
"M20301992","Volcano","Related","Read",1
"20321578","Volcano","Related","Read",1
"M20321393","Volcano","Related","Read",1
"M20304792_AEM","Volcano","Related","Read",1
"20327605","Volcano","Related","Read",1
"M20327473","Volcano","Related","Read",1
"M20317208","Volcano","Related","Read",1
"m20335829","Volcano","Related","Read",1
"20302746","Volcano","Related","Read",1
"M20311413","Volcano","Related","Read",0
"20322440","Volcano","Related","Read",1
"M20320940","Wolf","Related","Read",1
"M20321393","Wolf","Related","Read",0
"20327605","Wolf","Related","Read",1
"M20322809","Wolf","Related","Read",1
"m20319677","Wolf","Related","Read",1
"M20327473","Wolf","Related","Read",1
"20321578","Wolf","Related","Read",1
"M20316111_ARD","Wolf","Related","Read",1
"M20304792_AEM","Wolf","Related","Read",1
"M20324255","Wolf","Related","Read",1
"M20335574","Wolf","Related","Read",0
"M2033128","Wolf","Related","Read",0
"M20301992","Wolf","Related","Read",1
"M20317208","Wolf","Related","Read",0
"20302746","Wolf","Related","Read",0
"M20323930","Wolf","Related","Read",1
"m20335829","Wolf","Related","Read",1
"20322440","Wolf","Related","Read",0
"M20311413","Wolf","Related","Read",0
"20322440","Zebra","Related","Read",0
"M20317208","Zebra","Related","Read",1
"m20319677","Zebra","Related","Read",1
"M20316111_ARD","Zebra","Related","Read",0
"M20323930","Zebra","Related","Read",1
"M20321393","Zebra","Related","Read",0
"M20311413","Zebra","Related","Read",1
"M20301992","Zebra","Related","Read",1
"20302746","Zebra","Related","Read",1
"M20324255","Zebra","Related","Read",1
"20321578","Zebra","Related","Read",1
"M2033128","Zebra","Related","Read",1
"M20320940","Zebra","Related","Read",0
"M20335574","Zebra","Related","Read",1
"M20304792_AEM","Zebra","Related","Read",1
"m20335829","Zebra","Related","Read",0
"M20322809","Zebra","Related","Read",1
"M20327473","Zebra","Related","Read",1
"20327605","Zebra","Related","Read",1
"M20320375","Apple","Related","Read",1
"M20331846","Apple","Related","Read",1
"M20312217","Apple","Related","Read",1
"M20316458","Apple","Related","Read",1
"20320535","Apple","Related","Read",1
"M20331128","Apple","Related","Read",0
"M20319575","Apple","Related","Read",1
"M20321578","Apple","Related","Read",1
"M20320646","Apple","Related","Read",1
"M20316465","Apple","Related","Read",0
"M20330179","Apple","Related","Read",1
"M20317061","Apple","Related","Read",1
"M20329777","Apple","Related","Read",0
"m20322960","Apple","Related","Read",1
"M20316492!","Apple","Related","Read",1
"M20334868","Apple","Related","Read",1
"M20316526","Apple","Related","Read",1
"M20320375","Attic","Related","Read",0
"M20331128","Attic","Related","Read",1
"M20330179","Attic","Related","Read",1
"M20331846","Attic","Related","Read",1
"M20316526","Attic","Related","Read",1
"M20319575","Attic","Related","Read",1
"M20321578","Attic","Related","Read",1
"M20329777","Attic","Related","Read",1
"20320535","Attic","Related","Read",1
"M20312217","Attic","Related","Read",1
"M20320646","Attic","Related","Read",1
"M20316492!","Attic","Related","Read",0
"M20317061","Attic","Related","Read",1
"M20316458","Attic","Related","Read",1
"M20316465","Attic","Related","Read",1
"M20334868","Attic","Related","Read",1
"m20322960","Attic","Related","Read",1
"M20330179","Banana","Related","Read",1
"M20316492!","Banana","Related","Read",1
"m20322960","Banana","Related","Read",1
"M20334868","Banana","Related","Read",1
"M20316458","Banana","Related","Read",1
"M20319575","Banana","Related","Read",1
"M20329777","Banana","Related","Read",1
"M20317061","Banana","Related","Read",1
"M20331128","Banana","Related","Read",1
"20320535","Banana","Related","Read",1
"M20320646","Banana","Related","Read",1
"M20316465","Banana","Related","Read",1
"M20316526","Banana","Related","Read",0
"M20331846","Banana","Related","Read",1
"M20321578","Banana","Related","Read",1
"M20312217","Banana","Related","Read",1
"M20320375","Banana","Related","Read",1
"M20331846","Basement","Related","Read",1
"M20320375","Basement","Related","Read",1
"M20316458","Basement","Related","Read",1
"M20329777","Basement","Related","Read",1
"M20321578","Basement","Related","Read",1
"M20330179","Basement","Related","Read",1
"M20319575","Basement","Related","Read",1
"20320535","Basement","Related","Read",0
"M20331128","Basement","Related","Read",1
"M20312217","Basement","Related","Read",0
"M20317061","Basement","Related","Read",1
"M20316526","Basement","Related","Read",1
"m20322960","Basement","Related","Read",1
"M20320646","Basement","Related","Read",1
"M20334868","Basement","Related","Read",1
"M20316465","Basement","Related","Read",0
"M20316492!","Basement","Related","Read",1
"M20316458","Basket","Unrelated","Read",1
"M20316526","Basket","Unrelated","Read",1
"m20322960","Basket","Unrelated","Read",1
"M20320646","Basket","Unrelated","Read",1
"M20316465","Basket","Unrelated","Read",0
"M20319575","Basket","Unrelated","Read",0
"M20329777","Basket","Unrelated","Read",0
"M20320375","Basket","Unrelated","Read",1
"M20331128","Basket","Unrelated","Read",1
"M20321578","Basket","Unrelated","Read",0
"M20331846","Basket","Unrelated","Read",1
"M20334868","Basket","Unrelated","Read",1
"M20330179","Basket","Unrelated","Read",1
"20320535","Basket","Unrelated","Read",1
"M20317061","Basket","Unrelated","Read",0
"M20316492!","Basket","Unrelated","Read",1
"M20312217","Basket","Unrelated","Read",1
"M20331128","Bathroom","Related","Read",1
"M20316465","Bathroom","Related","Read",0
"M20331846","Bathroom","Related","Read",1
"M20316492!","Bathroom","Related","Read",0
"M20312217","Bathroom","Related","Read",0
"M20316458","Bathroom","Related","Read",1
"M20334868","Bathroom","Related","Read",1
"M20317061","Bathroom","Related","Read",1
"M20320646","Bathroom","Related","Read",1
"m20322960","Bathroom","Related","Read",1
"20320535","Bathroom","Related","Read",1
"M20329777","Bathroom","Related","Read",1
"M20321578","Bathroom","Related","Read",1
"M20316526","Bathroom","Related","Read",0
"M20319575","Bathroom","Related","Read",1
"M20320375","Bathroom","Related","Read",1
"M20330179","Bathroom","Related","Read",0
"M20321578","Bean","Unrelated","Read",0
"M20334868","Bean","Unrelated","Read",1
"M20331128","Bean","Unrelated","Read",1
"M20316526","Bean","Unrelated","Read",1
"M20330179","Bean","Unrelated","Read",1
"20320535","Bean","Unrelated","Read",0
"M20320375","Bean","Unrelated","Read",1
"M20316492!","Bean","Unrelated","Read",0
"M20319575","Bean","Unrelated","Read",0
"M20317061","Bean","Unrelated","Read",0
"m20322960","Bean","Unrelated","Read",0
"M20331846","Bean","Unrelated","Read",1
"M20316465","Bean","Unrelated","Read",1
"M20312217","Bean","Unrelated","Read",1
"M20329777","Bean","Unrelated","Read",1
"M20320646","Bean","Unrelated","Read",1
"M20316458","Bean","Unrelated","Read",0
"M20321578","Bed","Unrelated","Read",1
"M20316492!","Bed","Unrelated","Read",0
"M20331846","Bed","Unrelated","Read",1
"M20316458","Bed","Unrelated","Read",0
"M20316526","Bed","Unrelated","Read",1
"M20312217","Bed","Unrelated","Read",1
"M20319575","Bed","Unrelated","Read",1
"M20320646","Bed","Unrelated","Read",1
"M20316465","Bed","Unrelated","Read",1
"M20334868","Bed","Unrelated","Read",0
"m20322960","Bed","Unrelated","Read",1
"M20331128","Bed","Unrelated","Read",1
"M20329777","Bed","Unrelated","Read",1
"M20317061","Bed","Unrelated","Read",1
"M20330179","Bed","Unrelated","Read",1
"M20320375","Bed","Unrelated","Read",1
"20320535","Bed","Unrelated","Read",0
"M20334868","Card","Unrelated","Read",0
"M20320375","Card","Unrelated","Read",0
"M20320646","Card","Unrelated","Read",0
"M20331846","Card","Unrelated","Read",0
"M20316526","Card","Unrelated","Read",0
"M20330179","Card","Unrelated","Read",0
"M20316492!","Card","Unrelated","Read",0
"M20321578","Card","Unrelated","Read",1
"M20319575","Card","Unrelated","Read",1
"m20322960","Card","Unrelated","Read",0
"M20317061","Card","Unrelated","Read",0
"M20312217","Card","Unrelated","Read",0
"20320535","Card","Unrelated","Read",0
"M20316458","Card","Unrelated","Read",0
"M20331128","Card","Unrelated","Read",0
"M20316465","Card","Unrelated","Read",1
"M20329777","Card","Unrelated","Read",0
"M20331128","Ceiling","Related","Read",1
"M20316526","Ceiling","Related","Read",1
"M20312217","Ceiling","Related","Read",0
"M20319575","Ceiling","Related","Read",1
"M20321578","Ceiling","Related","Read",1
"M20320375","Ceiling","Related","Read",0
"M20320646","Ceiling","Related","Read",1
"M20317061","Ceiling","Related","Read",1
"M20331846","Ceiling","Related","Read",1
"M20329777","Ceiling","Related","Read",0
"m20322960","Ceiling","Related","Read",1
"20320535","Ceiling","Related","Read",1
"M20316492!","Ceiling","Related","Read",1
"M20316458","Ceiling","Related","Read",1
"M20334868","Ceiling","Related","Read",1
"M20330179","Ceiling","Related","Read",1
"M20316465","Ceiling","Related","Read",1
"M20334868","Cherry","Related","Read",1
"M20329777","Cherry","Related","Read",1
"M20321578","Cherry","Related","Read",1
"M20320375","Cherry","Related","Read",1
"M20312217","Cherry","Related","Read",1
"m20322960","Cherry","Related","Read",0
"M20320646","Cherry","Related","Read",1
"M20316492!","Cherry","Related","Read",1
"M20316465","Cherry","Related","Read",1
"M20316526","Cherry","Related","Read",1
"20320535","Cherry","Related","Read",1
"M20317061","Cherry","Related","Read",1
"M20316458","Cherry","Related","Read",1
"M20330179","Cherry","Related","Read",1
"M20319575","Cherry","Related","Read",1
"M20331846","Cherry","Related","Read",0
"M20331128","Cherry","Related","Read",1
"M20331846","Cloud","Unrelated","Read",1
"m20322960","Cloud","Unrelated","Read",0
"M20319575","Cloud","Unrelated","Read",1
"M20329777","Cloud","Unrelated","Read",1
"M20316465","Cloud","Unrelated","Read",1
"M20316526","Cloud","Unrelated","Read",1
"M20330179","Cloud","Unrelated","Read",1
"M20331128","Cloud","Unrelated","Read",1
"M20320375","Cloud","Unrelated","Read",1
"M20317061","Cloud","Unrelated","Read",0
"M20334868","Cloud","Unrelated","Read",0
"20320535","Cloud","Unrelated","Read",1
"M20321578","Cloud","Unrelated","Read",1
