"Username","Trial","Condition.Number","Condition.Description","Condition.Notes","Stimuli.Cue","Stimuli.Answer","Stimuli.Shuffle","Stimuli.Stimuli.Notes","Stimuli.Value","Procedure.Item","Procedure.Trial.Type","Procedure.Procedure.Notes","Procedure.Shuffle","Response.RT","Response.Response"
"5f6e72f4f0d70a3c02af4ee6",175,2,"Read","B","death",NA,"SS11",NA,NA,120,"Study","Shirt","SS11",7773,""
"5f6e72f4f0d70a3c02af4ee6",176,2,"Read","B","cat",NA,"SS12",NA,NA,121,"Study","Shirt","SS12",5452,""
"5f6e72f4f0d70a3c02af4ee6",181,2,"Read","B","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"white, gray, brown, blue, color, dark, coal, charred, funeral, death, cat"
"5fde8fc3c0e40a651914c261",3,1,"Read","A","pane",NA,"Win_1",NA,NA,2,"Study","Window","Win_1",2559,""
"5fde8fc3c0e40a651914c261",4,1,"Read","A","sill",NA,"Win_2",NA,NA,3,"Study","Window","Win_2",2015,""
"5fde8fc3c0e40a651914c261",5,1,"Read","A","shutter",NA,"Win_3",NA,NA,4,"Study","Window","Win_3",2023,""
"5fde8fc3c0e40a651914c261",6,1,"Read","A","curtain",NA,"Win_4",NA,NA,5,"Study","Window","Win_4",1264,""
"5fde8fc3c0e40a651914c261",7,1,"Read","A","door",NA,"Win_5",NA,NA,6,"Study","Window","Win_5",1975,""
"5fde8fc3c0e40a651914c261",8,1,"Read","A","ledge",NA,"Win_6",NA,NA,7,"Study","Window","Win_6",1622,""
"5fde8fc3c0e40a651914c261",9,1,"Read","A","glass",NA,"Win_7",NA,NA,8,"Study","Window","Win_7",1670,""
"5fde8fc3c0e40a651914c261",10,1,"Read","A","view",NA,"Win_8",NA,NA,9,"Study","Window","Win_8",1642,""
"5fde8fc3c0e40a651914c261",11,1,"Read","A","screen",NA,"Win_9",NA,NA,10,"Study","Window","Win_9",1713,""
"5fde8fc3c0e40a651914c261",12,1,"Read","A","shade",NA,"Win_10",NA,NA,11,"Study","Window","Win_10",1412,""
"5fde8fc3c0e40a651914c261",13,1,"Read","A","open",NA,"Win_11",NA,NA,12,"Study","Window","Win_11",1686,""
"5fde8fc3c0e40a651914c261",14,1,"Read","A","frame",NA,"Win_12",NA,NA,13,"Study","Window","Win_12",1606,""
"5fde8fc3c0e40a651914c261",19,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60002,"glass, pane, sill, ledge, screen, window, shutter, "
"5fde8fc3c0e40a651914c261",21,1,"Read","A","sandpaper",NA,"R1",NA,NA,14,"Study","Rough","R1",1837,""
"5fde8fc3c0e40a651914c261",22,1,"Read","A","smooth",NA,"R2",NA,NA,15,"Study","Rough","R2",1541,""
"5fde8fc3c0e40a651914c261",23,1,"Read","A","coarse",NA,"R3",NA,NA,16,"Study","Rough","R3",1370,""
"5fde8fc3c0e40a651914c261",24,1,"Read","A","tough",NA,"R4",NA,NA,17,"Study","Rough","R4",2055,""
"5fde8fc3c0e40a651914c261",25,1,"Read","A","rugged",NA,"R5",NA,NA,18,"Study","Rough","R5",1951,""
"5fde8fc3c0e40a651914c261",26,1,"Read","A","bumpy",NA,"R6",NA,NA,19,"Study","Rough","R6",1972,""
"5fde8fc3c0e40a651914c261",27,1,"Read","A","jagged",NA,"R7",NA,NA,20,"Study","Rough","R7",2102,""
"5fde8fc3c0e40a651914c261",28,1,"Read","A","riders",NA,"R8",NA,NA,21,"Study","Rough","R8",2110,""
"5fde8fc3c0e40a651914c261",29,1,"Read","A","uneven",NA,"R9",NA,NA,22,"Study","Rough","R9",1838,""
"5fde8fc3c0e40a651914c261",30,1,"Read","A","road",NA,"R10",NA,NA,23,"Study","Rough","R10",1442,""
"5fde8fc3c0e40a651914c261",31,1,"Read","A","ready",NA,"R11",NA,NA,24,"Study","Rough","R11",1285,""
"5fde8fc3c0e40a651914c261",32,1,"Read","A","sand",NA,"R12",NA,NA,25,"Study","Rough","R12",1849,""
"5fde8fc3c0e40a651914c261",37,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60235,"rough, course, sandpaper, sand, jagged, "
"5fde8fc3c0e40a651914c261",39,1,"Read","A","rage",NA,"A1",NA,NA,26,"Study","Anger","A1",1918,""
"5fde8fc3c0e40a651914c261",40,1,"Read","A","mad",NA,"A2",NA,NA,27,"Study","Anger","A2",1940,""
"5fde8fc3c0e40a651914c261",41,1,"Read","A","enrage",NA,"A3",NA,NA,28,"Study","Anger","A3",1669,""
"5fde8fc3c0e40a651914c261",42,1,"Read","A","fury",NA,"A4",NA,NA,29,"Study","Anger","A4",1745,""
"5fde8fc3c0e40a651914c261",43,1,"Read","A","temper",NA,"A5",NA,NA,30,"Study","Anger","A5",1802,""
"5fde8fc3c0e40a651914c261",44,1,"Read","A","ire",NA,"A6",NA,NA,31,"Study","Anger","A6",1642,""
"5fde8fc3c0e40a651914c261",45,1,"Read","A","wrath",NA,"A7",NA,NA,32,"Study","Anger","A7",1525,""
"5fde8fc3c0e40a651914c261",46,1,"Read","A","mean",NA,"A8",NA,NA,33,"Study","Anger","A8",1756,""
"5fde8fc3c0e40a651914c261",47,1,"Read","A","hatred",NA,"A9",NA,NA,34,"Study","Anger","A9",1536,""
"5fde8fc3c0e40a651914c261",48,1,"Read","A","fight",NA,"A10",NA,NA,35,"Study","Anger","A10",1420,""
"5fde8fc3c0e40a651914c261",49,1,"Read","A","hate",NA,"A11",NA,NA,36,"Study","Anger","A11",1618,""
"5fde8fc3c0e40a651914c261",50,1,"Read","A","fear",NA,"A12",NA,NA,37,"Study","Anger","A12",1731,""
"5fde8fc3c0e40a651914c261",55,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60340,"rage, fury, anger, ire, enrage, mean, hate, hatred"
"5fde8fc3c0e40a651914c261",57,1,"Read","A","garbage",NA,"T1",NA,NA,38,"Study","Trash","T1",1817,""
"5fde8fc3c0e40a651914c261",58,1,"Read","A","rubbish",NA,"T2",NA,NA,39,"Study","Trash","T2",1855,""
"5fde8fc3c0e40a651914c261",59,1,"Read","A","debris",NA,"T3",NA,NA,40,"Study","Trash","T3",1538,""
"5fde8fc3c0e40a651914c261",60,1,"Read","A","dump",NA,"T4",NA,NA,41,"Study","Trash","T4",1272,""
"5fde8fc3c0e40a651914c261",61,1,"Read","A","litter",NA,"T5",NA,NA,42,"Study","Trash","T5",2081,""
"5fde8fc3c0e40a651914c261",62,1,"Read","A","landfill",NA,"T6",NA,NA,43,"Study","Trash","T6",1594,""
"5fde8fc3c0e40a651914c261",63,1,"Read","A","junk",NA,"T7",NA,NA,44,"Study","Trash","T7",1802,""
"5fde8fc3c0e40a651914c261",64,1,"Read","A","waste",NA,"T8",NA,NA,45,"Study","Trash","T8",1790,""
"5fde8fc3c0e40a651914c261",65,1,"Read","A","sewage",NA,"T9",NA,NA,46,"Study","Trash","T9",1662,""
"5fde8fc3c0e40a651914c261",66,1,"Read","A","pile",NA,"T10",NA,NA,47,"Study","Trash","T10",1810,""
"5fde8fc3c0e40a651914c261",67,1,"Read","A","scraps",NA,"T11",NA,NA,48,"Study","Trash","T11",1855,""
"5fde8fc3c0e40a651914c261",68,1,"Read","A","refuse",NA,"T12",NA,NA,49,"Study","Trash","T12",1511,""
"5fde8fc3c0e40a651914c261",73,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60366,"garbage, refuse, trash, landfill, waste, sewage, dump, tip, rubbish, "
"5fde8fc3c0e40a651914c261",75,1,"Read","A","physician",NA,"D1",NA,NA,50,"Study","Doctor","D1",1447,""
"5fde8fc3c0e40a651914c261",76,1,"Read","A","nurse",NA,"D2",NA,NA,51,"Study","Doctor","D2",1715,""
"5fde8fc3c0e40a651914c261",77,1,"Read","A","stethoscope",NA,"D3",NA,NA,52,"Study","Doctor","D3",1324,""
"5fde8fc3c0e40a651914c261",78,1,"Read","A","surgeon",NA,"D4",NA,NA,53,"Study","Doctor","D4",1385,""
"5fde8fc3c0e40a651914c261",79,1,"Read","A","patient",NA,"D5",NA,NA,54,"Study","Doctor","D5",1340,""
"5fde8fc3c0e40a651914c261",80,1,"Read","A","clinic",NA,"D6",NA,NA,55,"Study","Doctor","D6",1829,""
"5fde8fc3c0e40a651914c261",81,1,"Read","A","dentist",NA,"D7",NA,NA,56,"Study","Doctor","D7",1834,""
"5fde8fc3c0e40a651914c261",82,1,"Read","A","medicine",NA,"D8",NA,NA,57,"Study","Doctor","D8",1412,""
"5fde8fc3c0e40a651914c261",83,1,"Read","A","lawyer",NA,"D9",NA,NA,58,"Study","Doctor","D9",1933,""
"5fde8fc3c0e40a651914c261",84,1,"Read","A","health",NA,"D10",NA,NA,59,"Study","Doctor","D10",1941,""
"5fde8fc3c0e40a651914c261",85,1,"Read","A","sick",NA,"D11",NA,NA,60,"Study","Doctor","D11",1488,""
"5fde8fc3c0e40a651914c261",86,1,"Read","A","cure",NA,"D12",NA,NA,61,"Study","Doctor","D12",1684,""
"5fde8fc3c0e40a651914c261",91,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"dentist, surgeon, nurse, doctor, medical"
"5fde8fc3c0e40a651914c261",93,1,"Read","A","fast",NA,"S1",NA,NA,62,"Study","Slow","S1",1494,""
"5fde8fc3c0e40a651914c261",94,1,"Read","A","snail",NA,"S2",NA,NA,63,"Study","Slow","S2",1897,""
"5fde8fc3c0e40a651914c261",95,1,"Read","A","turtle",NA,"S3",NA,NA,64,"Study","Slow","S3",1916,""
"5fde8fc3c0e40a651914c261",96,1,"Read","A","sluggish",NA,"S4",NA,NA,65,"Study","Slow","S4",1603,""
"5fde8fc3c0e40a651914c261",97,1,"Read","A","quick",NA,"S5",NA,NA,66,"Study","Slow","S5",1476,""
"5fde8fc3c0e40a651914c261",98,1,"Read","A","molasses",NA,"S6",NA,NA,67,"Study","Slow","S6",1751,""
"5fde8fc3c0e40a651914c261",99,1,"Read","A","lethargic",NA,"S7",NA,NA,68,"Study","Slow","S7",1787,""
"5fde8fc3c0e40a651914c261",100,1,"Read","A","speed",NA,"S8",NA,NA,69,"Study","Slow","S8",1752,""
"5fde8fc3c0e40a651914c261",101,1,"Read","A","delay",NA,"S9",NA,NA,70,"Study","Slow","S9",1551,""
"5fde8fc3c0e40a651914c261",102,1,"Read","A","hesitant",NA,"S10",NA,NA,71,"Study","Slow","S10",1489,""
"5fde8fc3c0e40a651914c261",103,1,"Read","A","cautious",NA,"S11",NA,NA,72,"Study","Slow","S11",1702,""
"5fde8fc3c0e40a651914c261",104,1,"Read","A","traffic",NA,"S12",NA,NA,73,"Study","Slow","S12",1714,""
"5fde8fc3c0e40a651914c261",109,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"fast, snail, sluggish, mollases, mollusc, speed, slug, quick, slow"
"5fde8fc3c0e40a651914c261",111,1,"Read","A","mississippi",NA,"RR1",NA,NA,74,"Study","River","RR1",1366,""
"5fde8fc3c0e40a651914c261",112,1,"Read","A","creek",NA,"RR2",NA,NA,75,"Study","River","RR2",1468,""
"5fde8fc3c0e40a651914c261",113,1,"Read","A","stream",NA,"RR3",NA,NA,76,"Study","River","RR3",1776,""
"5fde8fc3c0e40a651914c261",114,1,"Read","A","flow",NA,"RR4",NA,NA,77,"Study","River","RR4",1732,""
"5fde8fc3c0e40a651914c261",115,1,"Read","A","bridge",NA,"RR5",NA,NA,78,"Study","River","RR5",1740,""
"5fde8fc3c0e40a651914c261",116,1,"Read","A","brook",NA,"RR6",NA,NA,79,"Study","River","RR6",1692,""
"5fde8fc3c0e40a651914c261",117,1,"Read","A","lake",NA,"RR7",NA,NA,80,"Study","River","RR7",1808,""
"5fde8fc3c0e40a651914c261",118,1,"Read","A","barge",NA,"RR8",NA,NA,81,"Study","River","RR8",1657,""
"5fde8fc3c0e40a651914c261",119,1,"Read","A","water",NA,"RR9",NA,NA,82,"Study","River","RR9",1859,""
"5fde8fc3c0e40a651914c261",120,1,"Read","A","boat",NA,"RR10",NA,NA,83,"Study","River","RR10",1958,""
"5fde8fc3c0e40a651914c261",121,1,"Read","A","tide",NA,"RR11",NA,NA,84,"Study","River","RR11",1757,""
"5fde8fc3c0e40a651914c261",122,1,"Read","A","swim",NA,"RR12",NA,NA,85,"Study","River","RR12",1573,""
"5fde8fc3c0e40a651914c261",127,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60071,"missisipi, river, lake, barge, "
"5fde8fc3c0e40a651914c261",129,1,"Read","A","rye",NA,"B1",NA,NA,86,"Study","Bread","B1",1440,""
"5fde8fc3c0e40a651914c261",130,1,"Read","A","loaf",NA,"B2",NA,NA,87,"Study","Bread","B2",1574,""
"5fde8fc3c0e40a651914c261",131,1,"Read","A","butter",NA,"B3",NA,NA,88,"Study","Bread","B3",1850,""
"5fde8fc3c0e40a651914c261",132,1,"Read","A","toast",NA,"B4",NA,NA,89,"Study","Bread","B4",1533,""
"5fde8fc3c0e40a651914c261",133,1,"Read","A","dough",NA,"B5",NA,NA,90,"Study","Bread","B5",1644,""
"5fde8fc3c0e40a651914c261",134,1,"Read","A","crust",NA,"B6",NA,NA,91,"Study","Bread","B6",1264,""
"5fde8fc3c0e40a651914c261",135,1,"Read","A","flour",NA,"B7",NA,NA,92,"Study","Bread","B7",1604,""
"5fde8fc3c0e40a651914c261",136,1,"Read","A","sandwich",NA,"B8",NA,NA,93,"Study","Bread","B8",1438,""
"5fde8fc3c0e40a651914c261",137,1,"Read","A","jam",NA,"B9",NA,NA,94,"Study","Bread","B9",1613,""
"5fde8fc3c0e40a651914c261",138,1,"Read","A","jelly",NA,"B10",NA,NA,95,"Study","Bread","B10",1753,""
"5fde8fc3c0e40a651914c261",139,1,"Read","A","slice",NA,"B11",NA,NA,96,"Study","Bread","B11",1646,""
"5fde8fc3c0e40a651914c261",140,1,"Read","A","milk",NA,"B12",NA,NA,97,"Study","Bread","B12",1451,""
"5fde8fc3c0e40a651914c261",145,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60002,"bread, dough, butter, bloomer, sourdough, "
"5fde8fc3c0e40a651914c261",147,1,"Read","A","banner",NA,"F1",NA,NA,98,"Study","Flag","F1",79630,""
"5fde8fc3c0e40a651914c261",148,1,"Read","A","checkered",NA,"F2",NA,NA,99,"Study","Flag","F2",1807,""
"5fde8fc3c0e40a651914c261",149,1,"Read","A","american",NA,"F3",NA,NA,100,"Study","Flag","F3",1380,""
"5fde8fc3c0e40a651914c261",150,1,"Read","A","stripes",NA,"F4",NA,NA,101,"Study","Flag","F4",1282,""
"5fde8fc3c0e40a651914c261",151,1,"Read","A","pole",NA,"F5",NA,NA,102,"Study","Flag","F5",1655,""
"5fde8fc3c0e40a651914c261",152,1,"Read","A","anthem",NA,"F6",NA,NA,103,"Study","Flag","F6",1495,""
"5fde8fc3c0e40a651914c261",153,1,"Read","A","emblem",NA,"F7",NA,NA,104,"Study","Flag","F7",1764,""
"5fde8fc3c0e40a651914c261",154,1,"Read","A","national",NA,"F8",NA,NA,105,"Study","Flag","F8",1657,""
"5fde8fc3c0e40a651914c261",155,1,"Read","A","freedom",NA,"F9",NA,NA,106,"Study","Flag","F9",1512,""
"5fde8fc3c0e40a651914c261",156,1,"Read","A","symbol",NA,"F10",NA,NA,107,"Study","Flag","F10",1551,""
"5fde8fc3c0e40a651914c261",157,1,"Read","A","wave",NA,"F11",NA,NA,108,"Study","Flag","F11",1363,""
"5fde8fc3c0e40a651914c261",158,1,"Read","A","stars",NA,"F12",NA,NA,109,"Study","Flag","F12",1465,""
"5fde8fc3c0e40a651914c261",163,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60002,"checkered, stars, banner, emblem, freedom, american, pole, "
"5fde8fc3c0e40a651914c261",165,1,"Read","A","blouse",NA,"SS1",NA,NA,110,"Study","Shirt","SS1",1673,""
"5fde8fc3c0e40a651914c261",166,1,"Read","A","sleeves",NA,"SS2",NA,NA,111,"Study","Shirt","SS2",1578,""
"5fde8fc3c0e40a651914c261",167,1,"Read","A","collar",NA,"SS3",NA,NA,112,"Study","Shirt","SS3",1796,""
"5fde8fc3c0e40a651914c261",168,1,"Read","A","shorts",NA,"SS4",NA,NA,113,"Study","Shirt","SS4",1497,""
"5fde8fc3c0e40a651914c261",169,1,"Read","A","button",NA,"SS5",NA,NA,114,"Study","Shirt","SS5",1517,""
"5fde8fc3c0e40a651914c261",170,1,"Read","A","pants",NA,"SS6",NA,NA,115,"Study","Shirt","SS6",1522,""
"5fde8fc3c0e40a651914c261",171,1,"Read","A","polo",NA,"SS7",NA,NA,116,"Study","Shirt","SS7",1562,""
"5fde8fc3c0e40a651914c261",172,1,"Read","A","jersey",NA,"SS8",NA,NA,117,"Study","Shirt","SS8",1416,""
"5fde8fc3c0e40a651914c261",173,1,"Read","A","vest",NA,"SS9",NA,NA,118,"Study","Shirt","SS9",1597,""
"5fde8fc3c0e40a651914c261",174,1,"Read","A","cuffs",NA,"SS10",NA,NA,119,"Study","Shirt","SS10",1611,""
"5fde8fc3c0e40a651914c261",175,1,"Read","A","tie",NA,"SS11",NA,NA,120,"Study","Shirt","SS11",1455,""
"5fde8fc3c0e40a651914c261",176,1,"Read","A","pocket",NA,"SS12",NA,NA,121,"Study","Shirt","SS12",1456,""
"5fde8fc3c0e40a651914c261",181,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60002,"blouse, sleeves, shirt"
"600283ae7d89ab2946605950",3,1,"Read","A","pane",NA,"Win_1",NA,NA,2,"Study","Window","Win_1",2434,""
"600283ae7d89ab2946605950",4,1,"Read","A","sill",NA,"Win_2",NA,NA,3,"Study","Window","Win_2",3557,""
"600283ae7d89ab2946605950",5,1,"Read","A","shutter",NA,"Win_3",NA,NA,4,"Study","Window","Win_3",2143,""
"600283ae7d89ab2946605950",6,1,"Read","A","curtain",NA,"Win_4",NA,NA,5,"Study","Window","Win_4",1997,""
"600283ae7d89ab2946605950",7,1,"Read","A","door",NA,"Win_5",NA,NA,6,"Study","Window","Win_5",3732,""
"600283ae7d89ab2946605950",8,1,"Read","A","ledge",NA,"Win_6",NA,NA,7,"Study","Window","Win_6",2785,""
"600283ae7d89ab2946605950",9,1,"Read","A","glass",NA,"Win_7",NA,NA,8,"Study","Window","Win_7",6010,""
"600283ae7d89ab2946605950",10,1,"Read","A","view",NA,"Win_8",NA,NA,9,"Study","Window","Win_8",18853,""
"600283ae7d89ab2946605950",11,1,"Read","A","screen",NA,"Win_9",NA,NA,10,"Study","Window","Win_9",1808,""
"600283ae7d89ab2946605950",12,1,"Read","A","shade",NA,"Win_10",NA,NA,11,"Study","Window","Win_10",8586,""
"600283ae7d89ab2946605950",13,1,"Read","A","open",NA,"Win_11",NA,NA,12,"Study","Window","Win_11",2821,""
"600283ae7d89ab2946605950",14,1,"Read","A","frame",NA,"Win_12",NA,NA,13,"Study","Window","Win_12",1735,""
"600283ae7d89ab2946605950",19,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"pane, sill, glass, view, door, ledge, shudder, curtain, "
"600283ae7d89ab2946605950",21,1,"Read","A","sandpaper",NA,"R1",NA,NA,14,"Study","Rough","R1",2965,""
"600283ae7d89ab2946605950",22,1,"Read","A","smooth",NA,"R2",NA,NA,15,"Study","Rough","R2",1625,""
"600283ae7d89ab2946605950",23,1,"Read","A","coarse",NA,"R3",NA,NA,16,"Study","Rough","R3",2013,""
"600283ae7d89ab2946605950",24,1,"Read","A","tough",NA,"R4",NA,NA,17,"Study","Rough","R4",1944,""
"600283ae7d89ab2946605950",25,1,"Read","A","rugged",NA,"R5",NA,NA,18,"Study","Rough","R5",1974,""
"600283ae7d89ab2946605950",26,1,"Read","A","bumpy",NA,"R6",NA,NA,19,"Study","Rough","R6",1820,""
"600283ae7d89ab2946605950",27,1,"Read","A","jagged",NA,"R7",NA,NA,20,"Study","Rough","R7",1918,""
"600283ae7d89ab2946605950",28,1,"Read","A","riders",NA,"R8",NA,NA,21,"Study","Rough","R8",5433,""
"600283ae7d89ab2946605950",29,1,"Read","A","uneven",NA,"R9",NA,NA,22,"Study","Rough","R9",2691,""
"600283ae7d89ab2946605950",30,1,"Read","A","road",NA,"R10",NA,NA,23,"Study","Rough","R10",3418,""
"600283ae7d89ab2946605950",31,1,"Read","A","ready",NA,"R11",NA,NA,24,"Study","Rough","R11",1909,""
"600283ae7d89ab2946605950",32,1,"Read","A","sand",NA,"R12",NA,NA,25,"Study","Rough","R12",1800,""
"600283ae7d89ab2946605950",37,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"sand, sandpaper, jagged, rough, bumpy, riders, road, smooth, uneven, "
"600283ae7d89ab2946605950",39,1,"Read","A","rage",NA,"A1",NA,NA,26,"Study","Anger","A1",2575,""
"600283ae7d89ab2946605950",40,1,"Read","A","mad",NA,"A2",NA,NA,27,"Study","Anger","A2",1864,""
"600283ae7d89ab2946605950",41,1,"Read","A","enrage",NA,"A3",NA,NA,28,"Study","Anger","A3",2219,""
"600283ae7d89ab2946605950",42,1,"Read","A","fury",NA,"A4",NA,NA,29,"Study","Anger","A4",1811,""
"600283ae7d89ab2946605950",43,1,"Read","A","temper",NA,"A5",NA,NA,30,"Study","Anger","A5",1667,""
"600283ae7d89ab2946605950",44,1,"Read","A","ire",NA,"A6",NA,NA,31,"Study","Anger","A6",1687,""
"600283ae7d89ab2946605950",45,1,"Read","A","wrath",NA,"A7",NA,NA,32,"Study","Anger","A7",4916,""
"600283ae7d89ab2946605950",46,1,"Read","A","mean",NA,"A8",NA,NA,33,"Study","Anger","A8",2255,""
"600283ae7d89ab2946605950",47,1,"Read","A","hatred",NA,"A9",NA,NA,34,"Study","Anger","A9",2098,""
"600283ae7d89ab2946605950",48,1,"Read","A","fight",NA,"A10",NA,NA,35,"Study","Anger","A10",5173,""
"600283ae7d89ab2946605950",49,1,"Read","A","hate",NA,"A11",NA,NA,36,"Study","Anger","A11",1716,""
"600283ae7d89ab2946605950",50,1,"Read","A","fear",NA,"A12",NA,NA,37,"Study","Anger","A12",4642,""
"600283ae7d89ab2946605950",55,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"fear, rage, enrage, anger, ire, fury, hatred"
"600283ae7d89ab2946605950",57,1,"Read","A","garbage",NA,"T1",NA,NA,38,"Study","Trash","T1",38320,""
"600283ae7d89ab2946605950",58,1,"Read","A","rubbish",NA,"T2",NA,NA,39,"Study","Trash","T2",13234,""
"600283ae7d89ab2946605950",59,1,"Read","A","debris",NA,"T3",NA,NA,40,"Study","Trash","T3",1832,""
"600283ae7d89ab2946605950",60,1,"Read","A","dump",NA,"T4",NA,NA,41,"Study","Trash","T4",1962,""
"600283ae7d89ab2946605950",61,1,"Read","A","litter",NA,"T5",NA,NA,42,"Study","Trash","T5",3335,""
"600283ae7d89ab2946605950",62,1,"Read","A","landfill",NA,"T6",NA,NA,43,"Study","Trash","T6",2075,""
"600283ae7d89ab2946605950",63,1,"Read","A","junk",NA,"T7",NA,NA,44,"Study","Trash","T7",3227,""
"600283ae7d89ab2946605950",64,1,"Read","A","waste",NA,"T8",NA,NA,45,"Study","Trash","T8",7699,""
"600283ae7d89ab2946605950",65,1,"Read","A","sewage",NA,"T9",NA,NA,46,"Study","Trash","T9",1949,""
"600283ae7d89ab2946605950",66,1,"Read","A","pile",NA,"T10",NA,NA,47,"Study","Trash","T10",2667,""
"600283ae7d89ab2946605950",67,1,"Read","A","scraps",NA,"T11",NA,NA,48,"Study","Trash","T11",1802,""
"600283ae7d89ab2946605950",68,1,"Read","A","refuse",NA,"T12",NA,NA,49,"Study","Trash","T12",1987,""
"600283ae7d89ab2946605950",73,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60001,"garbage, dump, trash, litter, landfill, "
"600283ae7d89ab2946605950",75,1,"Read","A","physician",NA,"D1",NA,NA,50,"Study","Doctor","D1",2306,""
"600283ae7d89ab2946605950",76,1,"Read","A","nurse",NA,"D2",NA,NA,51,"Study","Doctor","D2",1962,""
"600283ae7d89ab2946605950",77,1,"Read","A","stethoscope",NA,"D3",NA,NA,52,"Study","Doctor","D3",2172,""
"600283ae7d89ab2946605950",78,1,"Read","A","surgeon",NA,"D4",NA,NA,53,"Study","Doctor","D4",5820,""
"600283ae7d89ab2946605950",79,1,"Read","A","patient",NA,"D5",NA,NA,54,"Study","Doctor","D5",4961,""
"600283ae7d89ab2946605950",80,1,"Read","A","clinic",NA,"D6",NA,NA,55,"Study","Doctor","D6",25118,""
"600283ae7d89ab2946605950",81,1,"Read","A","dentist",NA,"D7",NA,NA,56,"Study","Doctor","D7",1827,""
"600283ae7d89ab2946605950",82,1,"Read","A","medicine",NA,"D8",NA,NA,57,"Study","Doctor","D8",12545,""
"600283ae7d89ab2946605950",83,1,"Read","A","lawyer",NA,"D9",NA,NA,58,"Study","Doctor","D9",2022,""
"600283ae7d89ab2946605950",84,1,"Read","A","health",NA,"D10",NA,NA,59,"Study","Doctor","D10",2202,""
"600283ae7d89ab2946605950",85,1,"Read","A","sick",NA,"D11",NA,NA,60,"Study","Doctor","D11",6607,""
"600283ae7d89ab2946605950",86,1,"Read","A","cure",NA,"D12",NA,NA,61,"Study","Doctor","D12",2220,""
"600283ae7d89ab2946605950",91,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60000,"physician, nurse, stethoscope, surgeon, patient, clinic, medicine, health, lawyer"
"600283ae7d89ab2946605950",93,1,"Read","A","fast",NA,"S1",NA,NA,62,"Study","Slow","S1",49255,""
"600283ae7d89ab2946605950",94,1,"Read","A","snail",NA,"S2",NA,NA,63,"Study","Slow","S2",1942,""
"600283ae7d89ab2946605950",95,1,"Read","A","turtle",NA,"S3",NA,NA,64,"Study","Slow","S3",2319,""
"600283ae7d89ab2946605950",96,1,"Read","A","sluggish",NA,"S4",NA,NA,65,"Study","Slow","S4",2406,""
"600283ae7d89ab2946605950",97,1,"Read","A","quick",NA,"S5",NA,NA,66,"Study","Slow","S5",2716,""
"600283ae7d89ab2946605950",98,1,"Read","A","molasses",NA,"S6",NA,NA,67,"Study","Slow","S6",2334,""
"600283ae7d89ab2946605950",99,1,"Read","A","lethargic",NA,"S7",NA,NA,68,"Study","Slow","S7",3676,""
"600283ae7d89ab2946605950",100,1,"Read","A","speed",NA,"S8",NA,NA,69,"Study","Slow","S8",3759,""
"600283ae7d89ab2946605950",101,1,"Read","A","delay",NA,"S9",NA,NA,70,"Study","Slow","S9",1726,""
"600283ae7d89ab2946605950",102,1,"Read","A","hesitant",NA,"S10",NA,NA,71,"Study","Slow","S10",2059,""
"600283ae7d89ab2946605950",103,1,"Read","A","cautious",NA,"S11",NA,NA,72,"Study","Slow","S11",1686,""
"600283ae7d89ab2946605950",104,1,"Read","A","traffic",NA,"S12",NA,NA,73,"Study","Slow","S12",1582,""
"600283ae7d89ab2946605950",109,1,"Read","A","",NA,"",NA,NA,0,"FreeRecall","","RECALL_Test",60002,"fast, snail, turtle, sluggish, lethargic, speed, "
"600283ae7d89ab2946605950",111,1,"Read","A","mississippi",NA,"RR1",NA,NA,74,"Study","River","RR1",124221,""
"600283ae7d89ab2946605950",112,1,"Read","A","creek",NA,"RR2",NA,NA,75,"Study","River","RR2",1955,""
"600283ae7d89ab2946605950",113,1,"Read","A","stream",NA,"RR3",NA,NA,76,"Study","River","RR3",1692,""
"600283ae7d89ab2946605950",114,1,"Read","A","flow",NA,"RR4",NA,NA,77,"Study","River","RR4",1803,""
"600283ae7d89ab2946605950",115,1,"Read","A","bridge",NA,"RR5",NA,NA,78,"Study","River","RR5",1689,""
