"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.Response","Direction","Encoding","scored"
"M20322322","Glacier","Presented","Presented","Related","Read",1
"20327605","Glacier","Presented","Presented","Related","Read",1
"M20316111_ARD","Glacier","Presented","Control","Related","Read",0
"M20323930","Glacier","Presented","Control","Related","Read",0
"M20317208","Glacier","Presented","Presented","Related","Read",1
"20327605","Goat","Presented","Presented","Related","Read",1
"M20322322","Goat","Presented","Presented","Related","Read",1
"M20317208","Goat","Presented","Presented","Related","Read",1
"M20324255","Goat","Presented","Presented","Related","Read",1
"M20323930","Goat","Presented","Presented","Related","Read",1
"M2033128","Goat","Presented","Control","Related","Read",0
"M20321393","Goat","Presented","Control","Related","Read",0
"M20316111_ARD","Goat","Presented","Presented","Related","Read",1
"M20322809","Goat","Presented","Presented","Related","Read",1
"M20320940","Goat","Presented","Presented","Related","Read",1
"m20319677","Goat","Presented","Control","Related","Read",0
"20322440","Goat","Presented","Control","Related","Read",0
"M20304792_AEM","Goat","Presented","Control","Related","Read",0
"M2033128","Grape","Control","Presented","Control","Read",0
"20322440","Grape","Control","Control","Control","Read",1
"M20322322","Grape","Control","Control","Control","Read",1
"M20320940","Grape","Control","Control","Control","Read",1
"M20321393","Grape","Control","Control","Control","Read",1
"M20322809","Grape","Control","Control","Control","Read",1
"M20324255","Grape","Control","Control","Control","Read",1
"M20317208","Grape","Control","Control","Control","Read",1
"m20319677","Grape","Control","Control","Control","Read",1
"M20316111_ARD","Grape","Control","Control","Control","Read",1
"20327605","Grape","Control","Control","Control","Read",1
"M20304792_AEM","Grape","Control","Control","Control","Read",1
"M20323930","Grape","Control","Control","Control","Read",1
"20327605","Guitar","Presented","Presented","Unrelated","Read",1
"20322440","Guitar","Presented","Control","Unrelated","Read",0
"M20320940","Guitar","Presented","Presented","Unrelated","Read",1
"M20321393","Guitar","Presented","Presented","Unrelated","Read",1
"M2033128","Guitar","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Guitar","Presented","Presented","Unrelated","Read",1
"M20323930","Guitar","Presented","Presented","Unrelated","Read",1
"m20319677","Guitar","Presented","Presented","Unrelated","Read",1
"M20322809","Guitar","Presented","Control","Unrelated","Read",0
"M20324255","Guitar","Presented","Control","Unrelated","Read",0
"M20304792_AEM","Guitar","Presented","Presented","Unrelated","Read",1
"M20322322","Guitar","Presented","Control","Unrelated","Read",0
"M20317208","Guitar","Presented","Presented","Unrelated","Read",1
"M20323930","Hallway","Control","Control","Control","Read",1
"M20324255","Hallway","Control","Control","Control","Read",1
"M20317208","Hallway","Control","Control","Control","Read",1
"m20319677","Hallway","Control","Control","Control","Read",1
"M20322322","Hallway","Control","Control","Control","Read",1
"20327605","Hallway","Control","Presented","Control","Read",0
"20322440","Hallway","Control","Control","Control","Read",1
"M20322809","Hallway","Control","Control","Control","Read",1
"M20316111_ARD","Hallway","Control","Control","Control","Read",1
"M20304792_AEM","Hallway","Control","Control","Control","Read",1
"M20320940","Hallway","Control","Presented","Control","Read",0
"M20321393","Hallway","Control","Presented","Control","Read",0
"M2033128","Hallway","Control","Control","Control","Read",1
"M20322809","Hawk","Control","Presented","Control","Read",0
"M20320940","Hawk","Control","Control","Control","Read",1
"M2033128","Hawk","Control","Control","Control","Read",1
"M20323930","Hawk","Control","Control","Control","Read",1
"m20319677","Hawk","Control","Control","Control","Read",1
"20327605","Hawk","Control","Control","Control","Read",1
"M20324255","Hawk","Control","Control","Control","Read",1
"M20321393","Hawk","Control","Control","Control","Read",1
"20322440","Hawk","Control","Control","Control","Read",1
"M20322322","Hawk","Control","Control","Control","Read",1
"M20304792_AEM","Hawk","Control","Presented","Control","Read",0
"M20317208","Hawk","Control","Control","Control","Read",1
"M20316111_ARD","Hawk","Control","Control","Control","Read",1
"M20321393","Hill","Presented","Presented","Related","Read",1
"20322440","Hill","Presented","Presented","Related","Read",1
"M20316111_ARD","Hill","Presented","Presented","Related","Read",1
"M20322809","Hill","Presented","Presented","Related","Read",1
"20327605","Hill","Presented","Presented","Related","Read",1
"M20324255","Hill","Presented","Presented","Related","Read",1
"M20317208","Hill","Presented","Presented","Related","Read",1
"M2033128","Hill","Presented","Control","Related","Read",0
"M20323930","Hill","Presented","Presented","Related","Read",1
"M20304792_AEM","Hill","Presented","Control","Related","Read",0
"M20322322","Hill","Presented","Presented","Related","Read",1
"m20319677","Hill","Presented","Presented","Related","Read",1
"M20320940","Hill","Presented","Control","Related","Read",0
"m20319677","Hockey","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Hockey","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Hockey","Presented","Control","Unrelated","Read",0
"M20321393","Hockey","Presented","Presented","Unrelated","Read",1
"M20322322","Hockey","Presented","Presented","Unrelated","Read",1
"M20324255","Hockey","Presented","Presented","Unrelated","Read",1
"20322440","Hockey","Presented","Presented","Unrelated","Read",1
"M2033128","Hockey","Presented","Presented","Unrelated","Read",1
"M20320940","Hockey","Presented","Presented","Unrelated","Read",1
"M20317208","Hockey","Presented","Presented","Unrelated","Read",1
"M20322809","Hockey","Presented","Presented","Unrelated","Read",1
"20327605","Hockey","Presented","Presented","Unrelated","Read",1
"M20323930","Hockey","Presented","Presented","Unrelated","Read",1
"M20321393","Island","Presented","Presented","Related","Read",1
"M20320940","Island","Presented","Presented","Related","Read",1
"M2033128","Island","Presented","Presented","Related","Read",1
"M20322322","Island","Presented","Presented","Related","Read",1
"M20304792_AEM","Island","Presented","Control","Related","Read",0
"20327605","Island","Presented","Control","Related","Read",0
"M20322809","Island","Presented","Presented","Related","Read",1
"M20323930","Island","Presented","Presented","Related","Read",1
"M20316111_ARD","Island","Presented","Presented","Related","Read",1
"M20324255","Island","Presented","Control","Related","Read",0
"20322440","Island","Presented","Presented","Related","Read",1
"m20319677","Island","Presented","Presented","Related","Read",1
"M20317208","Island","Presented","Presented","Related","Read",1
"M20304792_AEM","Jeep","Presented","Presented","Unrelated","Read",1
"M20320940","Jeep","Presented","Control","Unrelated","Read",0
"M2033128","Jeep","Presented","Control","Unrelated","Read",0
"M20321393","Jeep","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Jeep","Presented","Presented","Unrelated","Read",1
"M20324255","Jeep","Presented","Presented","Unrelated","Read",1
"20322440","Jeep","Presented","Control","Unrelated","Read",0
"M20322322","Jeep","Presented","Presented","Unrelated","Read",1
"M20323930","Jeep","Presented","Presented","Unrelated","Read",1
"m20319677","Jeep","Presented","Presented","Unrelated","Read",1
"M20317208","Jeep","Presented","Presented","Unrelated","Read",1
"20327605","Jeep","Presented","Presented","Unrelated","Read",1
"M20322809","Jeep","Presented","Presented","Unrelated","Read",1
"20327605","Kayak","Control","Control","Control","Read",1
"M20304792_AEM","Kayak","Control","Control","Control","Read",1
"m20319677","Kayak","Control","Control","Control","Read",1
"M20322809","Kayak","Control","Presented","Control","Read",0
"20322440","Kayak","Control","Control","Control","Read",1
"M20324255","Kayak","Control","Control","Control","Read",1
"M20322322","Kayak","Control","Control","Control","Read",1
"M20317208","Kayak","Control","Control","Control","Read",1
"M20321393","Kayak","Control","Presented","Control","Read",0
"M2033128","Kayak","Control","Control","Control","Read",1
"M20320940","Kayak","Control","Control","Control","Read",1
"M20323930","Kayak","Control","Control","Control","Read",1
"M20316111_ARD","Kayak","Control","Presented","Control","Read",0
"20322440","Kiwi","Control","Control","Control","Read",1
"M20316111_ARD","Kiwi","Control","Control","Control","Read",1
"m20319677","Kiwi","Control","Control","Control","Read",1
"M20323930","Kiwi","Control","Control","Control","Read",1
"M20322322","Kiwi","Control","Control","Control","Read",1
"M20304792_AEM","Kiwi","Control","Control","Control","Read",1
"M20317208","Kiwi","Control","Control","Control","Read",1
"20327605","Kiwi","Control","Presented","Control","Read",0
"M20320940","Kiwi","Control","Control","Control","Read",1
"M20324255","Kiwi","Control","Control","Control","Read",1
"M20322809","Kiwi","Control","Control","Control","Read",1
"M2033128","Kiwi","Control","Control","Control","Read",1
"M20321393","Kiwi","Control","Control","Control","Read",1
"M20324255","Lake","Presented","Presented","Related","Read",1
"M20322809","Lake","Presented","Presented","Related","Read",1
"20322440","Lake","Presented","Presented","Related","Read",1
"M20320940","Lake","Presented","Presented","Related","Read",1
"20327605","Lake","Presented","Presented","Related","Read",1
"M2033128","Lake","Presented","Presented","Related","Read",1
"M20321393","Lake","Presented","Presented","Related","Read",1
"M20322322","Lake","Presented","Presented","Related","Read",1
"M20304792_AEM","Lake","Presented","Presented","Related","Read",1
"m20319677","Lake","Presented","Presented","Related","Read",1
"M20323930","Lake","Presented","Presented","Related","Read",1
"M20316111_ARD","Lake","Presented","Presented","Related","Read",1
"M20317208","Lake","Presented","Presented","Related","Read",1
"M20316111_ARD","Lemon","Control","Control","Control","Read",1
"20327605","Lemon","Control","Presented","Control","Read",0
"M20322809","Lemon","Control","Control","Control","Read",1
"M20322322","Lemon","Control","Control","Control","Read",1
"M20317208","Lemon","Control","Control","Control","Read",1
"M20304792_AEM","Lemon","Control","Control","Control","Read",1
"m20319677","Lemon","Control","Control","Control","Read",1
"20322440","Lemon","Control","Control","Control","Read",1
"M2033128","Lemon","Control","Control","Control","Read",1
"M20324255","Lemon","Control","Control","Control","Read",1
"M20320940","Lemon","Control","Control","Control","Read",1
"M20321393","Lemon","Control","Control","Control","Read",1
"M20323930","Lemon","Control","Control","Control","Read",1
"M20321393","Lion","Presented","Presented","Related","Read",1
"M20322809","Lion","Presented","Presented","Related","Read",1
"M20322322","Lion","Presented","Presented","Related","Read",1
"M20324255","Lion","Presented","Presented","Related","Read",1
"M20317208","Lion","Presented","Presented","Related","Read",1
"M20320940","Lion","Presented","Control","Related","Read",0
"20327605","Lion","Presented","Presented","Related","Read",1
"M20316111_ARD","Lion","Presented","Control","Related","Read",0
"M20323930","Lion","Presented","Presented","Related","Read",1
"m20319677","Lion","Presented","Presented","Related","Read",1
"M20304792_AEM","Lion","Presented","Control","Related","Read",0
"M2033128","Lion","Presented","Control","Related","Read",0
"20322440","Lion","Presented","Presented","Related","Read",1
"M20324255","Lipstick","Presented","Presented","Unrelated","Read",1
"m20319677","Lipstick","Presented","Presented","Unrelated","Read",1
"20327605","Lipstick","Presented","Presented","Unrelated","Read",1
"M20323930","Lipstick","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Lipstick","Presented","Presented","Unrelated","Read",1
"M20317208","Lipstick","Presented","Presented","Unrelated","Read",1
"M2033128","Lipstick","Presented","Presented","Unrelated","Read",1
"M20321393","Lipstick","Presented","Presented","Unrelated","Read",1
"20322440","Lipstick","Presented","Presented","Unrelated","Read",1
"M20320940","Lipstick","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Lipstick","Presented","Control","Unrelated","Read",0
"M20322809","Lipstick","Presented","Presented","Unrelated","Read",1
"M20322322","Lipstick","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Mango","Control","Control","Control","Read",1
"M20322322","Mango","Control","Control","Control","Read",1
"20327605","Mango","Control","Control","Control","Read",1
"m20319677","Mango","Control","Control","Control","Read",1
"20322440","Mango","Control","Control","Control","Read",1
"M20316111_ARD","Mango","Control","Control","Control","Read",1
"M20317208","Mango","Control","Control","Control","Read",1
"M20320940","Mango","Control","Presented","Control","Read",0
"M2033128","Mango","Control","Control","Control","Read",1
"M20324255","Mango","Control","Control","Control","Read",1
"M20321393","Mango","Control","Control","Control","Read",1
"M20322809","Mango","Control","Control","Control","Read",1
"M20323930","Mango","Control","Presented","Control","Read",0
"20322440","Mayor","Presented","Presented","Unrelated","Read",1
"M20317208","Mayor","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Mayor","Presented","Presented","Unrelated","Read",1
"M2033128","Mayor","Presented","Presented","Unrelated","Read",1
"20327605","Mayor","Presented","Presented","Unrelated","Read",1
"M20324255","Mayor","Presented","Presented","Unrelated","Read",1
"M20322809","Mayor","Presented","Presented","Unrelated","Read",1
"M20323930","Mayor","Presented","Presented","Unrelated","Read",1
"m20319677","Mayor","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Mayor","Presented","Control","Unrelated","Read",0
"M20322322","Mayor","Presented","Presented","Unrelated","Read",1
"M20321393","Mayor","Presented","Control","Unrelated","Read",0
"M20320940","Mayor","Presented","Control","Unrelated","Read",0
"M20320940","Milk","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Milk","Presented","Control","Unrelated","Read",0
"20322440","Milk","Presented","Presented","Unrelated","Read",1
"M20322809","Milk","Presented","Presented","Unrelated","Read",1
"M20322322","Milk","Presented","Presented","Unrelated","Read",1
"20327605","Milk","Presented","Presented","Unrelated","Read",1
"M20317208","Milk","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Milk","Presented","Control","Unrelated","Read",0
"M20321393","Milk","Presented","Control","Unrelated","Read",0
"M2033128","Milk","Presented","Presented","Unrelated","Read",1
"M20323930","Milk","Presented","Presented","Unrelated","Read",1
"M20324255","Milk","Presented","Presented","Unrelated","Read",1
"m20319677","Milk","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Mint","Control","Presented","Control","Read",0
"M20317208","Mint","Control","Control","Control","Read",1
"M20322322","Mint","Control","Control","Control","Read",1
"M20323930","Mint","Control","Control","Control","Read",1
"20322440","Mint","Control","Control","Control","Read",1
"M20316111_ARD","Mint","Control","Control","Control","Read",1
"M20320940","Mint","Control","Control","Control","Read",1
"M2033128","Mint","Control","Control","Control","Read",1
"m20319677","Mint","Control","Control","Control","Read",1
"M20322809","Mint","Control","Control","Control","Read",1
"M20324255","Mint","Control","Control","Control","Read",1
"20327605","Mint","Control","Control","Control","Read",1
"M20321393","Mint","Control","Control","Control","Read",1
"20327605","Mother","Control","Control","Control","Read",1
"M20304792_AEM","Mother","Control","Control","Control","Read",1
"M20320940","Mother","Control","Control","Control","Read",1
"M20323930","Mother","Control","Control","Control","Read",1
"M20316111_ARD","Mother","Control","Control","Control","Read",1
"m20319677","Mother","Control","Control","Control","Read",1
"M20322322","Mother","Control","Control","Control","Read",1
"M20322809","Mother","Control","Control","Control","Read",1
"M2033128","Mother","Control","Control","Control","Read",1
"M20317208","Mother","Control","Control","Control","Read",1
"M20321393","Mother","Control","Presented","Control","Read",0
"20322440","Mother","Control","Control","Control","Read",1
"M20324255","Mother","Control","Control","Control","Read",1
"M20322322","Mountain","Presented","Presented","Related","Read",1
"M2033128","Mountain","Presented","Control","Related","Read",0
"M20322809","Mountain","Presented","Control","Related","Read",0
"M20304792_AEM","Mountain","Presented","Presented","Related","Read",1
"M20321393","Mountain","Presented","Control","Related","Read",0
"20327605","Mountain","Presented","Presented","Related","Read",1
"20322440","Mountain","Presented","Presented","Related","Read",1
"M20316111_ARD","Mountain","Presented","Presented","Related","Read",1
"M20324255","Mountain","Presented","Presented","Related","Read",1
"m20319677","Mountain","Presented","Presented","Related","Read",1
"M20323930","Mountain","Presented","Presented","Related","Read",1
"M20317208","Mountain","Presented","Presented","Related","Read",1
"M20320940","Mountain","Presented","Presented","Related","Read",1
"M20321393","Ocean","Presented","Control","Related","Read",0
"M20324255","Ocean","Presented","Presented","Related","Read",1
"M20316111_ARD","Ocean","Presented","Presented","Related","Read",1
"M2033128","Ocean","Presented","Control","Related","Read",0
"m20319677","Ocean","Presented","Presented","Related","Read",1
"M20323930","Ocean","Presented","Control","Related","Read",0
"M20304792_AEM","Ocean","Presented","Presented","Related","Read",1
"M20317208","Ocean","Presented","Presented","Related","Read",1
"M20322322","Ocean","Presented","Presented","Related","Read",1
"20322440","Ocean","Presented","Presented","Related","Read",1
"20327605","Ocean","Presented","Presented","Related","Read",1
"M20320940","Ocean","Presented","Presented","Related","Read",1
"M20322809","Ocean","Presented","Presented","Related","Read",1
"M20317208","Orange","Control","Control","Control","Read",1
"M20323930","Orange","Control","Presented","Control","Read",0
"m20319677","Orange","Control","Control","Control","Read",1
"M20316111_ARD","Orange","Control","Control","Control","Read",1
"M20304792_AEM","Orange","Control","Control","Control","Read",1
"20327605","Orange","Control","Presented","Control","Read",0
"M20320940","Orange","Control","Control","Control","Read",1
"M20322809","Orange","Control","Control","Control","Read",1
"M20324255","Orange","Control","Control","Control","Read",1
"M20322322","Orange","Control","Control","Control","Read",1
"20322440","Orange","Control","Control","Control","Read",1
"M20321393","Orange","Control","Presented","Control","Read",0
"M2033128","Orange","Control","Presented","Control","Read",0
"M20321393","Oxygen","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Oxygen","Presented","Presented","Unrelated","Read",1
"20322440","Oxygen","Presented","Control","Unrelated","Read",0
"M20323930","Oxygen","Presented","Presented","Unrelated","Read",1
"m20319677","Oxygen","Presented","Control","Unrelated","Read",0
"M20320940","Oxygen","Presented","Control","Unrelated","Read",0
"M2033128","Oxygen","Presented","Presented","Unrelated","Read",1
"M20317208","Oxygen","Presented","Presented","Unrelated","Read",1
"20327605","Oxygen","Presented","Presented","Unrelated","Read",1
"M20322322","Oxygen","Presented","Presented","Unrelated","Read",1
"M20324255","Oxygen","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Oxygen","Presented","Presented","Unrelated","Read",1
"M20322809","Oxygen","Presented","Control","Unrelated","Read",0
"M20317208","Pants","Presented","Control","Unrelated","Read",0
"M20320940","Pants","Presented","Control","Unrelated","Read",0
"M20321393","Pants","Presented","Presented","Unrelated","Read",1
"20327605","Pants","Presented","Presented","Unrelated","Read",1
"M20322322","Pants","Presented","Presented","Unrelated","Read",1
"m20319677","Pants","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Pants","Presented","Presented","Unrelated","Read",1
"M20322809","Pants","Presented","Control","Unrelated","Read",0
"M20323930","Pants","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Pants","Presented","Control","Unrelated","Read",0
"M20324255","Pants","Presented","Control","Unrelated","Read",0
"M2033128","Pants","Presented","Presented","Unrelated","Read",1
"20322440","Pants","Presented","Presented","Unrelated","Read",1
"M20323930","Parrot","Presented","Presented","Unrelated","Read",1
"20327605","Parrot","Presented","Presented","Unrelated","Read",1
"M2033128","Parrot","Presented","Control","Unrelated","Read",0
"M20304792_AEM","Parrot","Presented","Presented","Unrelated","Read",1
"M20322322","Parrot","Presented","Presented","Unrelated","Read",1
"20322440","Parrot","Presented","Control","Unrelated","Read",0
"m20319677","Parrot","Presented","Control","Unrelated","Read",0
"M20320940","Parrot","Presented","Control","Unrelated","Read",0
"M20324255","Parrot","Presented","Control","Unrelated","Read",0
"M20322809","Parrot","Presented","Presented","Unrelated","Read",1
"M20321393","Parrot","Presented","Presented","Unrelated","Read",1
"M20317208","Parrot","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Parrot","Presented","Presented","Unrelated","Read",1
"M20324255","Peach","Control","Control","Control","Read",1
"M20304792_AEM","Peach","Control","Control","Control","Read",1
"20327605","Peach","Control","Presented","Control","Read",0
"M20317208","Peach","Control","Control","Control","Read",1
"M20322809","Peach","Control","Control","Control","Read",1
"M20322322","Peach","Control","Control","Control","Read",1
"m20319677","Peach","Control","Control","Control","Read",1
"M2033128","Peach","Control","Control","Control","Read",1
"M20320940","Peach","Control","Control","Control","Read",1
"M20316111_ARD","Peach","Control","Control","Control","Read",1
"M20323930","Peach","Control","Control","Control","Read",1
"20322440","Peach","Control","Control","Control","Read",1
"M20321393","Peach","Control","Presented","Control","Read",0
"20322440","Pear","Control","Control","Control","Read",1
"M20322322","Pear","Control","Control","Control","Read",1
"M20317208","Pear","Control","Presented","Control","Read",0
"M20320940","Pear","Control","Control","Control","Read",1
"M2033128","Pear","Control","Presented","Control","Read",0
"M20304792_AEM","Pear","Control","Control","Control","Read",1
"M20322809","Pear","Control","Control","Control","Read",1
"M20321393","Pear","Control","Control","Control","Read",1
"M20316111_ARD","Pear","Control","Control","Control","Read",1
"20327605","Pear","Control","Control","Control","Read",1
"m20319677","Pear","Control","Control","Control","Read",1
"M20324255","Pear","Control","Control","Control","Read",1
"M20323930","Pear","Control","Presented","Control","Read",0
"M20317208","Phone","Control","Presented","Control","Read",0
"m20319677","Phone","Control","Control","Control","Read",1
"20327605","Phone","Control","Control","Control","Read",1
"20322440","Phone","Control","Control","Control","Read",1
"M20304792_AEM","Phone","Control","Control","Control","Read",1
"M20323930","Phone","Control","Control","Control","Read",1
"M20324255","Phone","Control","Control","Control","Read",1
"M20321393","Phone","Control","Presented","Control","Read",0
"M2033128","Phone","Control","Control","Control","Read",1
"M20322809","Phone","Control","Control","Control","Read",1
"M20320940","Phone","Control","Presented","Control","Read",0
"M20322322","Phone","Control","Control","Control","Read",1
"M20316111_ARD","Phone","Control","Control","Control","Read",1
"M20322809","Plum","Control","Control","Control","Read",1
"20327605","Plum","Control","Control","Control","Read",1
"M20316111_ARD","Plum","Control","Control","Control","Read",1
"M20320940","Plum","Control","Control","Control","Read",1
"M20321393","Plum","Control","Presented","Control","Read",0
"M20322322","Plum","Control","Control","Control","Read",1
"M20324255","Plum","Control","Control","Control","Read",1
"M20304792_AEM","Plum","Control","Control","Control","Read",1
"M2033128","Plum","Control","Control","Control","Read",1
"M20317208","Plum","Control","Control","Control","Read",1
"20322440","Plum","Control","Control","Control","Read",1
"M20323930","Plum","Control","Control","Control","Read",1
"m20319677","Plum","Control","Control","Control","Read",1
"M20317208","Rest","Control","Presented","Control","Read",0
"20322440","Rest","Control","Control","Control","Read",1
"m20319677","Rest","Control","Control","Control","Read",1
"M20316111_ARD","Rest","Control","Control","Control","Read",1
"M20322322","Rest","Control","Control","Control","Read",1
"M20324255","Rest","Control","Control","Control","Read",1
"M20320940","Rest","Control","Control","Control","Read",1
"M20321393","Rest","Control","Presented","Control","Read",0
"20327605","Rest","Control","Control","Control","Read",1
"M20304792_AEM","Rest","Control","Control","Control","Read",1
"M20323930","Rest","Control","Control","Control","Read",1
"M2033128","Rest","Control","Presented","Control","Read",0
"M20322809","Rest","Control","Control","Control","Read",1
"M20324255","Rifle","Presented","Control","Unrelated","Read",0
"20327605","Rifle","Presented","Presented","Unrelated","Read",1
"M20323930","Rifle","Presented","Presented","Unrelated","Read",1
"M20322322","Rifle","Presented","Presented","Unrelated","Read",1
"m20319677","Rifle","Presented","Presented","Unrelated","Read",1
"M20321393","Rifle","Presented","Presented","Unrelated","Read",1
"M20317208","Rifle","Presented","Presented","Unrelated","Read",1
"M2033128","Rifle","Presented","Control","Unrelated","Read",0
"20322440","Rifle","Presented","Control","Unrelated","Read",0
"M20320940","Rifle","Presented","Control","Unrelated","Read",0
"M20304792_AEM","Rifle","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Rifle","Presented","Control","Unrelated","Read",0
"M20322809","Rifle","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","River","Presented","Control","Related","Read",0
"M20317208","River","Presented","Presented","Related","Read",1
"M20322809","River","Presented","Presented","Related","Read",1
"20327605","River","Presented","Presented","Related","Read",1
"M20321393","River","Presented","Presented","Related","Read",1
"20322440","River","Presented","Presented","Related","Read",1
"M20304792_AEM","River","Presented","Presented","Related","Read",1
"M20323930","River","Presented","Presented","Related","Read",1
"M20324255","River","Presented","Presented","Related","Read",1
"M2033128","River","Presented","Presented","Related","Read",1
"m20319677","River","Presented","Presented","Related","Read",1
"M20322322","River","Presented","Presented","Related","Read",1
"M20320940","River","Presented","Presented","Related","Read",1
"20322440","Rock","Presented","Control","Related","Read",0
"20327605","Rock","Presented","Presented","Related","Read",1
"m20319677","Rock","Presented","Presented","Related","Read",1
"M20317208","Rock","Presented","Presented","Related","Read",1
"M20322809","Rock","Presented","Control","Related","Read",0
"M20320940","Rock","Presented","Presented","Related","Read",1
"M20304792_AEM","Rock","Presented","Control","Related","Read",0
"M20316111_ARD","Rock","Presented","Presented","Related","Read",1
"M20321393","Rock","Presented","Presented","Related","Read",1
"M2033128","Rock","Presented","Presented","Related","Read",1
"M20324255","Rock","Presented","Control","Related","Read",0
"M20322322","Rock","Presented","Presented","Related","Read",1
"M20323930","Rock","Presented","Control","Related","Read",0
"M20317208","Roof","Control","Control","Control","Read",1
"20327605","Roof","Control","Presented","Control","Read",0
"M20316111_ARD","Roof","Control","Control","Control","Read",1
"M2033128","Roof","Control","Presented","Control","Read",0
"M20321393","Roof","Control","Control","Control","Read",1
"20322440","Roof","Control","Control","Control","Read",1
"M20322322","Roof","Control","Control","Control","Read",1
"M20320940","Roof","Control","Presented","Control","Read",0
"M20322809","Roof","Control","Control","Control","Read",1
"M20323930","Roof","Control","Control","Control","Read",1
"m20319677","Roof","Control","Control","Control","Read",1
"M20304792_AEM","Roof","Control","Control","Control","Read",1
"M20324255","Roof","Control","Control","Control","Read",1
"M20316111_ARD","Salt","Control","Control","Control","Read",1
"20327605","Salt","Control","Control","Control","Read",1
"M2033128","Salt","Control","Control","Control","Read",1
"M20304792_AEM","Salt","Control","Control","Control","Read",1
"M20322322","Salt","Control","Control","Control","Read",1
"m20319677","Salt","Control","Presented","Control","Read",0
"M20324255","Salt","Control","Control","Control","Read",1
"20322440","Salt","Control","Control","Control","Read",1
"M20323930","Salt","Control","Control","Control","Read",1
"M20317208","Salt","Control","Control","Control","Read",1
"M20322809","Salt","Control","Control","Control","Read",1
"M20321393","Salt","Control","Control","Control","Read",1
"M20320940","Salt","Control","Presented","Control","Read",0
"M20316111_ARD","Sandal","Presented","Presented","Unrelated","Read",1
"M2033128","Sandal","Presented","Control","Unrelated","Read",0
"20322440","Sandal","Presented","Presented","Unrelated","Read",1
"m20319677","Sandal","Presented","Control","Unrelated","Read",0
"20327605","Sandal","Presented","Control","Unrelated","Read",0
"M20322322","Sandal","Presented","Presented","Unrelated","Read",1
"M20317208","Sandal","Presented","Control","Unrelated","Read",0
"M20324255","Sandal","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Sandal","Presented","Presented","Unrelated","Read",1
"M20320940","Sandal","Presented","Control","Unrelated","Read",0
"M20323930","Sandal","Presented","Presented","Unrelated","Read",1
"M20321393","Sandal","Presented","Presented","Unrelated","Read",1
"M20322809","Sandal","Presented","Control","Unrelated","Read",0
"20322440","Shark","Presented","Control","Unrelated","Read",0
"M2033128","Shark","Presented","Control","Unrelated","Read",0
"M20324255","Shark","Presented","Presented","Unrelated","Read",1
"M20317208","Shark","Presented","Presented","Unrelated","Read",1
"M20321393","Shark","Presented","Control","Unrelated","Read",0
"M20322322","Shark","Presented","Presented","Unrelated","Read",1
"20327605","Shark","Presented","Control","Unrelated","Read",0
"M20320940","Shark","Presented","Control","Unrelated","Read",0
"M20323930","Shark","Presented","Presented","Unrelated","Read",1
"M20322809","Shark","Presented","Presented","Unrelated","Read",1
"M20304792_AEM","Shark","Presented","Control","Unrelated","Read",0
"M20316111_ARD","Shark","Presented","Presented","Unrelated","Read",1
"m20319677","Shark","Presented","Presented","Unrelated","Read",1
"M20316111_ARD","Shirt","Control","Control","Control","Read",1
"M20317208","Shirt","Control","Presented","Control","Read",0
"20322440","Shirt","Control","Control","Control","Read",1
"M20324255","Shirt","Control","Control","Control","Read",1
"M20322809","Shirt","Control","Control","Control","Read",1
"M20320940","Shirt","Control","Control","Control","Read",1
"20327605","Shirt","Control","Control","Control","Read",1
"m20319677","Shirt","Control","Presented","Control","Read",0
"M2033128","Shirt","Control","Control","Control","Read",1
"M20323930","Shirt","Control","Control","Control","Read",1
"M20321393","Shirt","Control","Presented","Control","Read",0
"M20304792_AEM","Shirt","Control","","Control","Read",0
"M20322322","Shirt","Control","Control","Control","Read",1
"20322440","Slow","Control","Control","Control","Read",1
"M20320940","Slow","Control","Presented","Control","Read",0
"M20322809","Slow","Control","Presented","Control","Read",0
"M2033128","Slow","Control","Control","Control","Read",1
"m20319677","Slow","Control","Control","Control","Read",1
"M20324255","Slow","Control","Control","Control","Read",1
"M20317208","Slow","Control","Control","Control","Read",1
"M20316111_ARD","Slow","Control","Control","Control","Read",1
