"Username","Stimuli.Answer","Stimuli.Stimuli.Notes","Response.JOL","Direction","Encoding","scored"
"M20326354_SNC.","Computer","Presented",NA,"Unrelated","Global_JOL",0
"m20320237","Computer","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Computer","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Cook","Control",NA,"Control","Global_JOL",1
"M20295968","Cook","Control",NA,"Control","Global_JOL",1
"m20327174","Cook","Control",NA,"Control","Global_JOL",1
"M20337010","Cook","Control",NA,"Control","Global_JOL",1
"M20321343!","Cook","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Cook","Control",NA,"Control","Global_JOL",1
"M20322859","Cook","Control",NA,"Control","Global_JOL",0
"M20308397","Cook","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Cook","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Cook","Control",NA,"Control","Global_JOL",1
"M10356731","Cook","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Cook","Control",NA,"Control","Global_JOL",1
"20322939","Cook","Control",NA,"Control","Global_JOL",1
"M20315108","Cook","Control",NA,"Control","Global_JOL",0
"M20316174","Cook","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Cook","Control",NA,"Control","Global_JOL",1
"M20326622","Cook","Control",NA,"Control","Global_JOL",1
"M20321748","Cook","Control",NA,"Control","Global_JOL",1
"m20320237","Cook","Control",NA,"Control","Global_JOL",1
"20322965","Cook","Control",NA,"Control","Global_JOL",1
"M20317351","Cook","Control",NA,"Control","Global_JOL",1
"M20302792","Cow","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Cow","Presented",NA,"Related","Global_JOL",0
"M20295968","Cow","Presented",NA,"Related","Global_JOL",1
"20322939","Cow","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Cow","Presented",NA,"Related","Global_JOL",0
"M20337010","Cow","Presented",NA,"Related","Global_JOL",1
"M20316174","Cow","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Cow","Presented",NA,"Related","Global_JOL",1
"M20322859","Cow","Presented",NA,"Related","Global_JOL",1
"M10356731","Cow","Presented",NA,"Related","Global_JOL",1
"m20327174","Cow","Presented",NA,"Related","Global_JOL",1
"20322965","Cow","Presented",NA,"Related","Global_JOL",1
"M20317351","Cow","Presented",NA,"Related","Global_JOL",1
"M20321343!","Cow","Presented",NA,"Related","Global_JOL",1
"m20320237","Cow","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Cow","Presented",NA,"Related","Global_JOL",1
"M20308397","Cow","Presented",NA,"Related","Global_JOL",1
"M20321748","Cow","Presented",NA,"Related","Global_JOL",0
"M20322696_MNC","Cow","Presented",NA,"Related","Global_JOL",1
"M20326622","Cow","Presented",NA,"Related","Global_JOL",1
"M20315108","Cow","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"20322939","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Cruise","Presented",NA,"Unrelated","Global_JOL",0
"M10356731","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20295968","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20321748","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20317351","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20326354_SNC.","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Cruise","Presented",NA,"Unrelated","Global_JOL",0
"M20337010","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Cruise","Presented",NA,"Unrelated","Global_JOL",0
"M20322859","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"m20320237","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Cruise","Presented",NA,"Unrelated","Global_JOL",0
"M20302792","Cruise","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Dirt","Control",NA,"Control","Global_JOL",1
"M20315108","Dirt","Control",NA,"Control","Global_JOL",1
"m20320237","Dirt","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Dirt","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Dirt","Control",NA,"Control","Global_JOL",1
"M20321748","Dirt","Control",NA,"Control","Global_JOL",1
"M10356731","Dirt","Control",NA,"Control","Global_JOL",1
"M20322859","Dirt","Control",NA,"Control","Global_JOL",1
"m20327174","Dirt","Control",NA,"Control","Global_JOL",1
"M20326622","Dirt","Control",NA,"Control","Global_JOL",1
"20322939","Dirt","Control",NA,"Control","Global_JOL",0
"M20321343!","Dirt","Control",NA,"Control","Global_JOL",0
"M20317351","Dirt","Control",NA,"Control","Global_JOL",0
"20322965","Dirt","Control",NA,"Control","Global_JOL",0
"M20315390_JKL","Dirt","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Dirt","Control",NA,"Control","Global_JOL",1
"M20316174","Dirt","Control",NA,"Control","Global_JOL",1
"M20302792","Dirt","Control",NA,"Control","Global_JOL",0
"M20308397","Dirt","Control",NA,"Control","Global_JOL",1
"M20337010","Dirt","Control",NA,"Control","Global_JOL",0
"M20295968","Dirt","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Document","Control",NA,"Control","Global_JOL",1
"m20320237","Document","Control",NA,"Control","Global_JOL",0
"M20316174","Document","Control",NA,"Control","Global_JOL",1
"M20326622","Document","Control",NA,"Control","Global_JOL",1
"M20321343!","Document","Control",NA,"Control","Global_JOL",1
"M20315108","Document","Control",NA,"Control","Global_JOL",1
"M20337010","Document","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Document","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Document","Control",NA,"Control","Global_JOL",1
"M20321748","Document","Control",NA,"Control","Global_JOL",1
"M10356731","Document","Control",NA,"Control","Global_JOL",1
"20322939","Document","Control",NA,"Control","Global_JOL",1
"20322965","Document","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Document","Control",NA,"Control","Global_JOL",1
"M20308397","Document","Control",NA,"Control","Global_JOL",1
"M20302792","Document","Control",NA,"Control","Global_JOL",1
"M20322859","Document","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Document","Control",NA,"Control","Global_JOL",1
"M20295968","Document","Control",NA,"Control","Global_JOL",1
"m20327174","Document","Control",NA,"Control","Global_JOL",1
"M20317351","Document","Control",NA,"Control","Global_JOL",1
"m20320237","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M20326354_SNC.","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M10356731","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"m20327174","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M20315390_JKL","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"20322965","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"20322939","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M20321748","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20337010","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20315108","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M20321343!","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20322859","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M20317351","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M20295968","Dollar","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Dollar","Presented",NA,"Unrelated","Global_JOL",0
"M10356731","Donkey","Presented",NA,"Related","Global_JOL",1
"M20308397","Donkey","Presented",NA,"Related","Global_JOL",0
"M20321343!","Donkey","Presented",NA,"Related","Global_JOL",1
"M20317351","Donkey","Presented",NA,"Related","Global_JOL",1
"M20315108","Donkey","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Donkey","Presented",NA,"Related","Global_JOL",1
"M20326622","Donkey","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Donkey","Presented",NA,"Related","Global_JOL",0
"20322965","Donkey","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Donkey","Presented",NA,"Related","Global_JOL",1
"M20321748","Donkey","Presented",NA,"Related","Global_JOL",1
"M20322859","Donkey","Presented",NA,"Related","Global_JOL",1
"M20295968","Donkey","Presented",NA,"Related","Global_JOL",1
"M20326354_SNC.","Donkey","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Donkey","Presented",NA,"Related","Global_JOL",0
"m20320237","Donkey","Presented",NA,"Related","Global_JOL",1
"20322939","Donkey","Presented",NA,"Related","Global_JOL",1
"m20327174","Donkey","Presented",NA,"Related","Global_JOL",1
"M20316174","Donkey","Presented",NA,"Related","Global_JOL",1
"M20337010","Donkey","Presented",NA,"Related","Global_JOL",0
"M20302792","Donkey","Presented",NA,"Related","Global_JOL",0
"m20327174","Door","Control",NA,"Control","Global_JOL",1
"M20308397","Door","Control",NA,"Control","Global_JOL",0
"m20320237","Door","Control",NA,"Control","Global_JOL",1
"M20295968","Door","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Door","Control",NA,"Control","Global_JOL",1
"M20322859","Door","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Door","Control",NA,"Control","Global_JOL",1
"20322939","Door","Control",NA,"Control","Global_JOL",1
"M20321748","Door","Control",NA,"Control","Global_JOL",0
"M10356731","Door","Control",NA,"Control","Global_JOL",1
"M20337010","Door","Control",NA,"Control","Global_JOL",1
"M20302792","Door","Control",NA,"Control","Global_JOL",1
"M20317351","Door","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Door","Control",NA,"Control","Global_JOL",1
"M20316174","Door","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Door","Control",NA,"Control","Global_JOL",1
"M20326622","Door","Control",NA,"Control","Global_JOL",1
"M20315108","Door","Control",NA,"Control","Global_JOL",0
"M20321343!","Door","Control",NA,"Control","Global_JOL",1
"20322965","Door","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Door","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Drill","Control",NA,"Control","Global_JOL",1
"M20317351","Drill","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Drill","Control",NA,"Control","Global_JOL",1
"M20322859","Drill","Control",NA,"Control","Global_JOL",1
"M20302792","Drill","Control",NA,"Control","Global_JOL",0
"M20326622","Drill","Control",NA,"Control","Global_JOL",1
"M20315108","Drill","Control",NA,"Control","Global_JOL",1
"m20320237","Drill","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Drill","Control",NA,"Control","Global_JOL",1
"M10356731","Drill","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Drill","Control",NA,"Control","Global_JOL",1
"m20327174","Drill","Control",NA,"Control","Global_JOL",0
"M20308397","Drill","Control",NA,"Control","Global_JOL",1
"M20337010","Drill","Control",NA,"Control","Global_JOL",1
"M20295968","Drill","Control",NA,"Control","Global_JOL",1
"M20316174","Drill","Control",NA,"Control","Global_JOL",1
"M20321748","Drill","Control",NA,"Control","Global_JOL",1
"20322939","Drill","Control",NA,"Control","Global_JOL",1
"M20321343!","Drill","Control",NA,"Control","Global_JOL",1
"20322965","Drill","Control",NA,"Control","Global_JOL",0
"M20330660_MLM","Drill","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Elephant","Presented",NA,"Related","Global_JOL",1
"m20320237","Elephant","Presented",NA,"Related","Global_JOL",0
"M20317351","Elephant","Presented",NA,"Related","Global_JOL",1
"M10356731","Elephant","Presented",NA,"Related","Global_JOL",1
"M20315390_JKL","Elephant","Presented",NA,"Related","Global_JOL",1
"M20308397","Elephant","Presented",NA,"Related","Global_JOL",1
"M20295968","Elephant","Presented",NA,"Related","Global_JOL",1
"M20301881_GM","Elephant","Presented",NA,"Related","Global_JOL",1
"M20302792","Elephant","Presented",NA,"Related","Global_JOL",1
"M20322696_MNC","Elephant","Presented",NA,"Related","Global_JOL",1
"M20326622","Elephant","Presented",NA,"Related","Global_JOL",1
"M20322859","Elephant","Presented",NA,"Related","Global_JOL",1
"20322965","Elephant","Presented",NA,"Related","Global_JOL",1
"M20316174","Elephant","Presented",NA,"Related","Global_JOL",1
"M20321748","Elephant","Presented",NA,"Related","Global_JOL",1
"M20330660_MLM","Elephant","Presented",NA,"Related","Global_JOL",1
"M20337010","Elephant","Presented",NA,"Related","Global_JOL",1
"M20315108","Elephant","Presented",NA,"Related","Global_JOL",1
"m20327174","Elephant","Presented",NA,"Related","Global_JOL",1
"20322939","Elephant","Presented",NA,"Related","Global_JOL",1
"M20321343!","Elephant","Presented",NA,"Related","Global_JOL",0
"M10356731","Elevator","Control",NA,"Control","Global_JOL",1
"M20301881_GM","Elevator","Control",NA,"Control","Global_JOL",1
"M20337010","Elevator","Control",NA,"Control","Global_JOL",0
"M20321748","Elevator","Control",NA,"Control","Global_JOL",0
"M20316174","Elevator","Control",NA,"Control","Global_JOL",1
"20322965","Elevator","Control",NA,"Control","Global_JOL",1
"M20322859","Elevator","Control",NA,"Control","Global_JOL",1
"m20320237","Elevator","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Elevator","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Elevator","Control",NA,"Control","Global_JOL",0
"M20308397","Elevator","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Elevator","Control",NA,"Control","Global_JOL",1
"M20326622","Elevator","Control",NA,"Control","Global_JOL",1
"M20302792","Elevator","Control",NA,"Control","Global_JOL",1
"M20321343!","Elevator","Control",NA,"Control","Global_JOL",1
"m20327174","Elevator","Control",NA,"Control","Global_JOL",1
"M20317351","Elevator","Control",NA,"Control","Global_JOL",1
"M20315108","Elevator","Control",NA,"Control","Global_JOL",1
"20322939","Elevator","Control",NA,"Control","Global_JOL",0
"M20326354_SNC.","Elevator","Control",NA,"Control","Global_JOL",1
"M20295968","Elevator","Control",NA,"Control","Global_JOL",1
"M20295968","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20316174","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20322696_MNC","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20330660_MLM","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20315390_JKL","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M10356731","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20308397","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20326622","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20302792","Eye","Presented",NA,"Unrelated","Global_JOL",0
"20322939","Eye","Presented",NA,"Unrelated","Global_JOL",0
"m20320237","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20326354_SNC.","Eye","Presented",NA,"Unrelated","Global_JOL",0
"M20317351","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20321343!","Eye","Presented",NA,"Unrelated","Global_JOL",0
"M20315108","Eye","Presented",NA,"Unrelated","Global_JOL",0
"20322965","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20321748","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Eye","Presented",NA,"Unrelated","Global_JOL",0
"M20337010","Eye","Presented",NA,"Unrelated","Global_JOL",0
"m20327174","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20322859","Eye","Presented",NA,"Unrelated","Global_JOL",1
"M20301881_GM","Flea","Control",NA,"Control","Global_JOL",1
"M20316174","Flea","Control",NA,"Control","Global_JOL",1
"M20326622","Flea","Control",NA,"Control","Global_JOL",1
"m20320237","Flea","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Flea","Control",NA,"Control","Global_JOL",0
"20322939","Flea","Control",NA,"Control","Global_JOL",1
"M20317351","Flea","Control",NA,"Control","Global_JOL",1
"20322965","Flea","Control",NA,"Control","Global_JOL",1
"M20337010","Flea","Control",NA,"Control","Global_JOL",1
"M20322696_MNC","Flea","Control",NA,"Control","Global_JOL",1
"M10356731","Flea","Control",NA,"Control","Global_JOL",1
"M20315108","Flea","Control",NA,"Control","Global_JOL",1
"m20327174","Flea","Control",NA,"Control","Global_JOL",0
"M20321748","Flea","Control",NA,"Control","Global_JOL",1
"M20322859","Flea","Control",NA,"Control","Global_JOL",1
"M20321343!","Flea","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Flea","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Flea","Control",NA,"Control","Global_JOL",1
"M20295968","Flea","Control",NA,"Control","Global_JOL",1
"M20302792","Flea","Control",NA,"Control","Global_JOL",1
"M20308397","Flea","Control",NA,"Control","Global_JOL",1
"M20322859","Floor","Control",NA,"Control","Global_JOL",1
"M20302792","Floor","Control",NA,"Control","Global_JOL",1
"M20337010","Floor","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Floor","Control",NA,"Control","Global_JOL",1
"M20308397","Floor","Control",NA,"Control","Global_JOL",0
"M20321748","Floor","Control",NA,"Control","Global_JOL",0
"M20295968","Floor","Control",NA,"Control","Global_JOL",1
"M20317351","Floor","Control",NA,"Control","Global_JOL",1
"M20330660_MLM","Floor","Control",NA,"Control","Global_JOL",1
"M10356731","Floor","Control",NA,"Control","Global_JOL",1
"M20315108","Floor","Control",NA,"Control","Global_JOL",0
"M20321343!","Floor","Control",NA,"Control","Global_JOL",0
"20322939","Floor","Control",NA,"Control","Global_JOL",1
"M20326622","Floor","Control",NA,"Control","Global_JOL",0
"M20301881_GM","Floor","Control",NA,"Control","Global_JOL",0
"20322965","Floor","Control",NA,"Control","Global_JOL",0
"m20320237","Floor","Control",NA,"Control","Global_JOL",1
"M20316174","Floor","Control",NA,"Control","Global_JOL",1
"m20327174","Floor","Control",NA,"Control","Global_JOL",0
"M20322696_MNC","Floor","Control",NA,"Control","Global_JOL",1
"M20326354_SNC.","Floor","Control",NA,"Control","Global_JOL",0
"M20295968","Flute","Control",NA,"Control","Global_JOL",1
"20322965","Flute","Control",NA,"Control","Global_JOL",1
"M20315390_JKL","Flute","Control",NA,"Control","Global_JOL",1
"M20321748","Flute","Control",NA,"Control","Global_JOL",1
"20322939","Flute","Control",NA,"Control","Global_JOL",1
"M20302792","Flute","Control",NA,"Control","Global_JOL",1
"M20321343!","Flute","Control",NA,"Control","Global_JOL",1
"M20337010","Flute","Control",NA,"Control","Global_JOL",1
